stat,stat_label,rank,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100s,50s,Ducks,4s,6s,Balls,Overs,Mdns,Wkts,BBI,Econ,4w,5w,Team,Opposition,Ground,Match Date,Match ID,10w,Series
most_five_wicket_hauls,Most Five-Wicket Hauls (career),13,GD McGrath (AUS),2000-2006,12.0,12.0,,412,,19.61,,29.14,,,,,,612.0,102.0,13.0,21.0,5/37,4.03,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),14,JH Kallis (SA),1998-2009,17.0,15.0,,525,,26.25,,31.95,,,,,,639.0,106.3,3.0,20.0,5/30,4.92,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),15,RA Jadeja (IND),2013-2025,15.0,15.0,,586,,27.9,,35.71,,,,,,750.0,125.0,6.0,21.0,5/36,4.68,0.0,1.0,,,,,,0.0,
most_wickets_series,Most Wickets (single series/edition),1,Hasan Ali (PAK),,5.0,5.0,,191,,14.69,,20.53,,,,,,267.0,44.3,2.0,13.0,3/19,4.29,0.0,0.0,,,,,,0.0,England 2017
most_wickets_series,Most Wickets (single series/edition),2,JE Taylor (WI),,7.0,7.0,,287,,22.07,,26.3,,,,,,342.0,57.0,3.0,13.0,4/49,5.03,1.0,0.0,,,,,,0.0,India 2006/07
most_wickets_series,Most Wickets (single series/edition),3,RA Jadeja (IND),,5.0,5.0,,154,,12.83,,20.5,,,,,,246.0,41.0,5.0,12.0,5/36,3.75,0.0,1.0,,,,,,0.0,England 2013
most_wickets_series,Most Wickets (single series/edition),4,MF Maharoof (SL),,6.0,6.0,,190,,15.83,,18.0,,,,,,216.0,36.0,2.0,12.0,6/14,5.27,0.0,1.0,,,,,,0.0,India 2006/07
most_wickets_series,Most Wickets (single series/edition),5,MJ McClenaghan (NZ),,3.0,3.0,,144,,13.09,,13.0,,,,,,143.0,23.5,0.0,11.0,4/43,6.04,2.0,0.0,,,,,,0.0,England 2013
most_wickets_series,Most Wickets (single series/edition),6,JM Anderson (ENG),,5.0,5.0,,151,,13.72,,20.18,,,,,,222.0,37.0,1.0,11.0,3/30,4.08,0.0,0.0,,,,,,0.0,England 2013
most_wickets_series,Most Wickets (single series/edition),7,WD Parnell (SA),,3.0,3.0,,196,,17.81,,15.27,,,,,,168.0,28.0,2.0,11.0,5/57,7.0,0.0,1.0,,,,,,0.0,South Africa 2009/10
most_wickets_series,Most Wickets (single series/edition),8,SL Malinga (SL),,6.0,6.0,,210,,19.09,,27.54,,,,,,303.0,50.3,3.0,11.0,4/53,4.15,1.0,0.0,,,,,,0.0,India 2006/07
most_wickets_series,Most Wickets (single series/edition),9,M Muralidaran (SL),,5.0,3.0,,70,,7.0,,15.1,,,,,,151.0,25.1,2.0,10.0,4/15,2.78,1.0,0.0,,,,,,0.0,Sri Lanka 2002/03
most_wickets_series,Most Wickets (single series/edition),10,KD Mills (NZ),,4.0,4.0,,118,,11.8,,17.1,,,,,,171.0,28.3,2.0,10.0,4/38,4.14,1.0,0.0,,,,,,0.0,India 2006/07
most_wickets_series,Most Wickets (single series/edition),11,SCJ Broad (ENG),,3.0,3.0,,155,,15.5,,16.9,,,,,,169.0,28.1,1.0,10.0,4/39,5.5,1.0,0.0,,,,,,0.0,South Africa 2009/10
most_wickets_series,Most Wickets (single series/edition),12,GD McGrath (AUS),,5.0,5.0,,158,,15.8,,26.4,,,,,,264.0,44.0,7.0,10.0,3/22,3.59,0.0,0.0,,,,,,0.0,India 2006/07
most_wickets_series,Most Wickets (single series/edition),13,MJ Henry (NZ),,4.0,4.0,,167,,16.7,,18.8,,,,,,188.0,31.2,1.0,10.0,5/42,5.32,0.0,1.0,,,,,,0.0,Pakistan/UAE 2024/25
most_wickets_series,Most Wickets (single series/edition),14,NW Bracken (AUS),,5.0,5.0,,194,,19.4,,24.6,,,,,,246.0,41.0,4.0,10.0,3/22,4.73,0.0,0.0,,,,,,0.0,India 2006/07
most_wickets_series,Most Wickets (single series/edition),15,I Sharma (IND),,5.0,5.0,,218,,21.8,,22.8,,,,,,228.0,38.0,2.0,10.0,3/33,5.73,0.0,0.0,,,,,,0.0,England 2013
most_wickets_series,Most Wickets (single series/edition),16,A Flintoff (ENG),,4.0,4.0,,126,,14.0,,20.66,,,,,,186.0,31.0,1.0,9.0,3/11,4.06,0.0,0.0,,,,,,0.0,England 2004
most_wickets_series,Most Wickets (single series/edition),17,CV Varun (IND),,3.0,3.0,,136,,15.11,,20.0,,,,,,180.0,30.0,0.0,9.0,5/42,4.53,0.0,1.0,,,,,,0.0,Pakistan/UAE 2024/25
most_wickets_series,Most Wickets (single series/edition),18,JR Hazlewood (AUS),,3.0,3.0,,142,,15.77,,18.66,,,,,,168.0,28.0,0.0,9.0,6/52,5.07,0.0,1.0,,,,,,0.0,England 2017
most_wickets_series,Most Wickets (single series/edition),19,WPUJC Vaas (SL),,5.0,5.0,,170,,18.88,,30.66,,,,,,276.0,46.0,8.0,9.0,2/6,3.69,0.0,0.0,,,,,,0.0,India 2006/07
