match_id,year,stage,match_number,match_date,ground,country,team1,team1_score,team1_wickets,team1_overs,team2,team2_score,team2_wickets,team2_overs,winner,win_margin,toss
ODIWC-1999-21,1999,Group A,21,1999-05-26,"County Ground, Taunton",England,India,373,6,50.0,Sri Lanka,216,10,42.3,India,157 runs,Sri Lanka
ODIWC-1999-22,1999,Group B,22,1999-05-27,"Riverside Ground, Chester-le-Street",England,Bangladesh,178,7,50.0,Australia,181,3,19.5,Australia,7 wickets,Australia
ODIWC-1999-23,1999,Group B,23,1999-05-27,"Grace Road, Leicester",England,Scotland,68,10,31.3,West Indies,70,2,10.1,West Indies,8 wickets,Scotland
ODIWC-1999-24,1999,Group B,24,1999-05-28,"County Ground, Derby",England,Pakistan,269,8,50.0,New Zealand,207,8,50.0,Pakistan,62 runs,New Zealand
ODIWC-1999-25,1999,Group A,25,1999-05-29,"Edgbaston, Birmingham",England,India,232,8,50.0,England,169,10,45.2,India,63 runs,England
ODIWC-1999-26,1999,Group A,26,1999-05-29,"County Ground, Chelmsford",England,Zimbabwe,233,6,50.0,South Africa,185,10,47.2,Zimbabwe,48 runs,Zimbabwe
ODIWC-1999-27,1999,Group A,27,1999-05-30,"County Ground, Southampton",England,Sri Lanka,275,8,50.0,Kenya,230,6,50.0,Sri Lanka,45 runs,Kenya
ODIWC-1999-28,1999,Group B,28,1999-05-30,"Old Trafford, Manchester",England,West Indies,110,10,46.4,Australia,111,4,40.4,Australia,6 wickets,Australia
ODIWC-1999-29,1999,Group B,29,1999-05-31,"County Ground, Northampton",England,Bangladesh,223,9,50.0,Pakistan,161,10,44.3,Bangladesh,62 runs,Pakistan
ODIWC-1999-30,1999,Group B,30,1999-05-31,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Scotland,Scotland,121,10,42.1,New Zealand,123,4,17.5,New Zealand,6 wickets,New Zealand
ODIWC-1999-31,1999,Super Sixes,31,1999-06-04,"Kennington Oval, London",England,Australia,282,6,50.0,India,205,10,48.2,Australia,77 runs,India
ODIWC-1999-32,1999,Super Sixes,32,1999-06-05,"Trent Bridge, Nottingham",England,Pakistan,220,7,50.0,South Africa,221,7,49.0,South Africa,3 wickets,Pakistan
ODIWC-1999-33,1999,Super Sixes,33,1999-06-06,"Headingley, Leeds",England,Zimbabwe,175,10,49.3,New Zealand,70,3,15.0,No Result,,Zimbabwe
ODIWC-1999-34,1999,Super Sixes,34,1999-06-08,"Old Trafford, Manchester",England,India,227,6,50.0,Pakistan,180,10,45.3,India,47 runs,India
ODIWC-1999-35,1999,Super Sixes,35,1999-06-09,"Lord's, London",England,Australia,303,4,50.0,Zimbabwe,259,6,50.0,Australia,44 runs,Zimbabwe
ODIWC-1999-36,1999,Super Sixes,36,1999-06-10,"Edgbaston, Birmingham",England,South Africa,287,5,50.0,New Zealand,213,8,50.0,South Africa,74 runs,South Africa
ODIWC-1999-37,1999,Super Sixes,37,1999-06-11,"Kennington Oval, London",England,Pakistan,271,9,50.0,Zimbabwe,123,10,40.3,Pakistan,148 runs,Pakistan
ODIWC-1999-38,1999,Super Sixes,38,1999-06-12,"Trent Bridge, Nottingham",England,India,251,6,50.0,New Zealand,253,5,48.2,New Zealand,5 wickets,India
ODIWC-1999-39,1999,Super Sixes,39,1999-06-13,"Headingley, Leeds",England,South Africa,271,7,50.0,Australia,272,5,49.4,Australia,5 wickets,South Africa
ODIWC-1999-40,1999,Semi Final,40,1999-06-16,"Old Trafford, Manchester",England,New Zealand,241,7,50.0,Pakistan,242,1,47.3,Pakistan,9 wickets,New Zealand
ODIWC-1999-41,1999,Semi Final,41,1999-06-17,"Edgbaston, Birmingham",England,Australia,213,10,49.2,South Africa,213,10,49.4,Australia,Super Sixes position,South Africa
ODIWC-1999-42,1999,Final,42,1999-06-20,"Lord's, London",England,Pakistan,132,10,39.0,Australia,133,2,20.1,Australia,8 wickets,Pakistan
ODIWC-2003-1,2003,Pool B,1,2003-02-09,"Newlands, Cape Town",South Africa,West Indies,278,5,50.0,South Africa,275,9,49.0,West Indies,3 runs,West Indies
ODIWC-2003-2,2003,Pool A,2,2003-02-10,Harare Sports Club,Zimbabwe,Zimbabwe,340,2,50.0,Namibia,104,5,25.1,Zimbabwe,86 runs,Namibia
ODIWC-2003-3,2003,Pool B,3,2003-02-10,"Goodyear Park, Bloemfontein",South Africa,Sri Lanka,272,7,50.0,New Zealand,225,10,45.3,Sri Lanka,47 runs,New Zealand
ODIWC-2003-4,2003,Pool A,4,2003-02-11,"New Wanderers Stadium, Johannesburg",South Africa,Australia,310,8,50.0,Pakistan,228,10,44.3,Australia,82 runs,Pakistan
ODIWC-2003-5,2003,Pool B,5,2003-02-11,"Kingsmead, Durban",South Africa,Canada,180,10,49.1,Bangladesh,120,10,28.0,Canada,60 runs,Canada
ODIWC-2003-6,2003,Pool B,6,2003-02-12,"North West Cricket Stadium, Potchefstroom",South Africa,Kenya,140,10,38.0,South Africa,142,0,21.2,South Africa,10 wickets,Kenya
ODIWC-2003-7,2003,Pool A,7,2003-02-12,"Boland Bank Park, Paarl",South Africa,India,204,10,48.5,Netherlands,136,10,48.1,India,68 runs,India
ODIWC-2003-8,2003,Pool A,8,2003-02-13,Harare Sports Club,Zimbabwe,Zimbabwe,0,0,0.0,England,0,0,0.0,Zimbabwe,Walkover,
ODIWC-2003-9,2003,Pool B,9,2003-02-13,"St George's Park, Port Elizabeth",South Africa,New Zealand,241,7,50.0,West Indies,221,10,49.4,New Zealand,20 runs,West Indies
ODIWC-2003-10,2003,Pool B,10,2003-02-14,"City Oval, Pietermaritzburg",South Africa,Bangladesh,124,10,31.1,Sri Lanka,126,0,21.1,Sri Lanka,10 wickets,Sri Lanka
ODIWC-2003-11,2003,Pool A,11,2003-02-15,"SuperSport Park, Centurion",South Africa,India,125,10,41.4,Australia,128,1,22.2,Australia,9 wickets,India
ODIWC-2003-12,2003,Pool B,12,2003-02-15,"Newlands, Cape Town",South Africa,Canada,197,10,49.0,Kenya,198,6,48.3,Kenya,4 wickets,Canada
ODIWC-2003-13,2003,Pool A,13,2003-02-16,"Buffalo Park, East London",South Africa,Netherlands,142,9,50.0,England,144,4,23.2,England,6 wickets,England
ODIWC-2003-14,2003,Pool A,14,2003-02-16,"De Beers Diamond Oval, Kimberley",South Africa,Pakistan,255,9,50.0,Namibia,84,10,17.4,Pakistan,171 runs,Pakistan
ODIWC-2003-15,2003,Pool B,15,2003-02-16,"New Wanderers Stadium, Johannesburg",South Africa,South Africa,306,6,50.0,New Zealand,229,1,36.5,New Zealand,9 wickets,South Africa
ODIWC-2003-16,2003,Pool B,16,2003-02-18,"Willowmoore Park, Benoni",South Africa,West Indies,244,9,50.0,Bangladesh,32,2,8.1,No Result,,Bangladesh
ODIWC-2003-17,2003,Pool A,17,2003-02-19,Harare Sports Club,Zimbabwe,India,255,7,50.0,Zimbabwe,172,10,44.4,India,83 runs,Zimbabwe
ODIWC-2003-18,2003,Pool B,18,2003-02-19,"Boland Bank Park, Paarl",South Africa,Canada,36,10,18.4,Sri Lanka,37,1,4.4,Sri Lanka,9 wickets,Sri Lanka
ODIWC-2003-19,2003,Pool A,19,2003-02-19,"St George's Park, Port Elizabeth",South Africa,England,272,10,50.0,Namibia,217,9,50.0,England,55 runs,Namibia
ODIWC-2003-20,2003,Pool A,20,2003-02-20,"North West Cricket Stadium, Potchefstroom",South Africa,Australia,170,2,36.0,Netherlands,122,10,30.2,Australia,75 runs,Netherlands
ODIWC-2003-21,2003,Pool B,21,2003-02-21,"Gymkhana Club Ground, Nairobi",Kenya,Kenya,0,0,0.0,New Zealand,0,0,0.0,Kenya,Walkover,
ODIWC-2003-22,2003,Pool B,22,2003-02-22,"Goodyear Park, Bloemfontein",South Africa,Bangladesh,108,10,35.1,South Africa,109,0,12.0,South Africa,10 wickets,South Africa
ODIWC-2003-23,2003,Pool A,23,2003-02-22,"Newlands, Cape Town",South Africa,England,246,8,50.0,Pakistan,134,10,31.0,England,112 runs,England
ODIWC-2003-24,2003,Pool B,24,2003-02-23,"SuperSport Park, Centurion",South Africa,Canada,202,10,42.5,West Indies,206,3,20.3,West Indies,7 wickets,West Indies
ODIWC-2003-25,2003,Pool A,25,2003-02-23,"City Oval, Pietermaritzburg",South Africa,India,311,2,50.0,Namibia,130,10,42.3,India,181 runs,Namibia
ODIWC-2003-26,2003,Pool B,26,2003-02-24,"Gymkhana Club Ground, Nairobi",Kenya,Kenya,210,9,50.0,Sri Lanka,157,10,45.0,Kenya,53 runs,Sri Lanka
ODIWC-2003-27,2003,Pool A,27,2003-02-24,"Queens Sports Club, Bulawayo",Zimbabwe,Zimbabwe,246,9,50.0,Australia,248,3,47.3,Australia,7 wickets,Zimbabwe
ODIWC-2003-28,2003,Pool A,28,2003-02-25,"Boland Bank Park, Paarl",South Africa,Pakistan,253,9,50.0,Netherlands,156,10,39.3,Pakistan,97 runs,Netherlands
ODIWC-2003-29,2003,Pool B,29,2003-02-26,"De Beers Diamond Oval, Kimberley",South Africa,Bangladesh,198,7,50.0,New Zealand,199,3,33.3,New Zealand,7 wickets,Bangladesh
ODIWC-2003-30,2003,Pool A,30,2003-02-26,"Kingsmead, Durban",South Africa,India,250,9,50.0,England,168,10,45.3,India,82 runs,India
ODIWC-2003-31,2003,Pool A,31,2003-02-27,"North West Cricket Stadium, Potchefstroom",South Africa,Australia,301,6,50.0,Namibia,45,10,14.0,Australia,256 runs,Australia
ODIWC-2003-32,2003,Pool B,32,2003-02-27,"Buffalo Park, East London",South Africa,South Africa,254,8,50.0,Canada,136,5,50.0,South Africa,118 runs,Canada
ODIWC-2003-33,2003,Pool A,33,2003-02-28,"Queens Sports Club, Bulawayo",Zimbabwe,Zimbabwe,301,8,50.0,Netherlands,202,9,50.0,Zimbabwe,99 runs,Netherlands
ODIWC-2003-34,2003,Pool B,34,2003-02-28,"Newlands, Cape Town",South Africa,Sri Lanka,228,6,50.0,West Indies,222,9,50.0,Sri Lanka,6 runs,Sri Lanka
ODIWC-2003-35,2003,Pool B,35,2003-03-01,"New Wanderers Stadium, Johannesburg",South Africa,Kenya,217,7,50.0,Bangladesh,185,10,47.2,Kenya,32 runs,Kenya
ODIWC-2003-36,2003,Pool A,36,2003-03-01,"SuperSport Park, Centurion",South Africa,Pakistan,273,7,50.0,India,276,4,45.4,India,6 wickets,Pakistan
ODIWC-2003-37,2003,Pool A,37,2003-03-02,"St George's Park, Port Elizabeth",South Africa,England,204,8,50.0,Australia,208,8,49.4,Australia,2 wickets,England
ODIWC-2003-38,2003,Pool B,38,2003-03-03,"Willowmoore Park, Benoni",South Africa,Canada,196,10,47.0,New Zealand,197,5,23.0,New Zealand,5 wickets,New Zealand
ODIWC-2003-39,2003,Pool A,39,2003-03-03,"Goodyear Park, Bloemfontein",South Africa,Netherlands,314,4,50.0,Namibia,250,10,46.5,Netherlands,64 runs,Netherlands
ODIWC-2003-40,2003,Pool B,40,2003-03-03,"Kingsmead, Durban",South Africa,Sri Lanka,268,9,50.0,South Africa,229,6,45.0,Tie,,Sri Lanka
ODIWC-2003-41,2003,Pool A,41,2003-03-04,"Queens Sports Club, Bulawayo",Zimbabwe,Pakistan,73,3,14.0,Zimbabwe,0,0,0.0,No Result,,Pakistan
ODIWC-2003-42,2003,Pool B,42,2003-03-04,"De Beers Diamond Oval, Kimberley",South Africa,West Indies,246,7,50.0,Kenya,104,10,35.5,West Indies,142 runs,West Indies
ODIWC-2003-43,2003,Super Sixes,43,2003-03-07,"SuperSport Park, Centurion",South Africa,Australia,319,5,50.0,Sri Lanka,223,9,47.4,Australia,96 runs,Australia
ODIWC-2003-44,2003,Super Sixes,44,2003-03-07,"Newlands, Cape Town",South Africa,Kenya,225,6,50.0,India,226,4,47.5,India,6 wickets,Kenya
ODIWC-2003-45,2003,Super Sixes,45,2003-03-08,"Goodyear Park, Bloemfontein",South Africa,Zimbabwe,252,7,50.0,New Zealand,253,4,47.2,New Zealand,6 wickets,Zimbabwe
ODIWC-2003-46,2003,Super Sixes,46,2003-03-10,"New Wanderers Stadium, Johannesburg",South Africa,India,292,6,50.0,Sri Lanka,109,10,23.0,India,183 runs,Sri Lanka
ODIWC-2003-47,2003,Super Sixes,47,2003-03-11,"St George's Park, Port Elizabeth",South Africa,Australia,208,9,50.0,New Zealand,112,10,30.1,Australia,96 runs,New Zealand
ODIWC-2003-48,2003,Super Sixes,48,2003-03-12,"Goodyear Park, Bloemfontein",South Africa,Zimbabwe,133,10,44.1,Kenya,135,3,26.0,Kenya,7 wickets,Zimbabwe
ODIWC-2003-49,2003,Super Sixes,49,2003-03-14,"SuperSport Park, Centurion",South Africa,New Zealand,146,10,45.1,India,150,3,40.4,India,7 wickets,India
ODIWC-2003-50,2003,Super Sixes,50,2003-03-15,"Buffalo Park, East London",South Africa,Sri Lanka,256,5,50.0,Zimbabwe,182,10,41.5,Sri Lanka,74 runs,Sri Lanka
ODIWC-2003-51,2003,Super Sixes,51,2003-03-15,"Kingsmead, Durban",South Africa,Kenya,174,8,50.0,Australia,178,5,31.2,Australia,5 wickets,Australia
ODIWC-2003-52,2003,Semi Final,52,2003-03-18,"St George's Park, Port Elizabeth",South Africa,Australia,212,7,50.0,Sri Lanka,123,7,38.1,Australia,48 runs,Australia
ODIWC-2003-53,2003,Semi Final,53,2003-03-20,"Kingsmead, Durban",South Africa,India,270,4,50.0,Kenya,179,10,46.2,India,91 runs,India
ODIWC-2003-54,2003,Final,54,2003-03-23,"New Wanderers Stadium, Johannesburg",South Africa,Australia,359,2,50.0,India,234,10,39.2,Australia,125 runs,India
ODIWC-2007-1,2007,Group D,1,2007-03-13,"Sabina Park, Kingston, Jamaica",West Indies,West Indies,241,9,50.0,Pakistan,187,10,47.2,West Indies,54 runs,Pakistan
ODIWC-2007-2,2007,Group A,2,2007-03-14,"Warner Park, Basseterre, St Kitts",West Indies,Australia,334,6,50.0,Scotland,131,9,40.1,Australia,203 runs,Scotland
ODIWC-2007-3,2007,Group C,3,2007-03-14,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,Canada,199,10,50.0,Kenya,203,3,43.2,Kenya,7 wickets,Kenya
ODIWC-2007-4,2007,Group B,4,2007-03-15,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,Sri Lanka,321,6,50.0,Bermuda,78,10,24.4,Sri Lanka,243 runs,Sri Lanka
ODIWC-2007-5,2007,Group D,5,2007-03-15,"Sabina Park, Kingston, Jamaica",West Indies,Ireland,221,9,50.0,Zimbabwe,221,10,50.0,No Result,,Zimbabwe
ODIWC-2007-6,2007,Group C,6,2007-03-16,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,England,209,7,50.0,New Zealand,210,4,41.0,New Zealand,6 wickets,New Zealand
ODIWC-2007-7,2007,Group A,7,2007-03-16,"Warner Park, Basseterre, St Kitts",West Indies,South Africa,353,3,40.0,Netherlands,132,9,40.0,South Africa,221 runs,Netherlands
ODIWC-2007-8,2007,Group B,8,2007-03-17,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,India,191,10,49.3,Bangladesh,192,5,48.3,Bangladesh,5 wickets,India
ODIWC-2007-9,2007,Group D,9,2007-03-17,"Sabina Park, Kingston, Jamaica",West Indies,Pakistan,132,10,45.4,Ireland,133,7,41.4,Ireland,3 wickets,Ireland
ODIWC-2007-10,2007,Group A,10,2007-03-18,"Warner Park, Basseterre, St Kitts",West Indies,Australia,358,5,50.0,Netherlands,129,10,26.5,Australia,229 runs,Australia
ODIWC-2007-11,2007,Group C,11,2007-03-18,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,England,279,6,50.0,Canada,228,7,50.0,England,51 runs,Canada
ODIWC-2007-12,2007,Group B,12,2007-03-19,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,India,413,5,50.0,Bermuda,156,10,43.1,India,257 runs,Bermuda
ODIWC-2007-13,2007,Group D,13,2007-03-19,"Sabina Park, Kingston, Jamaica",West Indies,Zimbabwe,202,5,50.0,West Indies,204,4,47.5,West Indies,6 wickets,West Indies
ODIWC-2007-14,2007,Group C,14,2007-03-20,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,New Zealand,331,7,50.0,Kenya,183,10,49.2,New Zealand,148 runs,Kenya
ODIWC-2007-15,2007,Group A,15,2007-03-20,"Warner Park, Basseterre, St Kitts",West Indies,Scotland,186,8,50.0,South Africa,188,3,23.2,South Africa,7 wickets,South Africa
ODIWC-2007-16,2007,Group B,16,2007-03-21,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,Sri Lanka,318,4,50.0,Bangladesh,112,10,37.0,Sri Lanka,198 runs,Bangladesh
ODIWC-2007-17,2007,Group D,17,2007-03-21,"Sabina Park, Kingston, Jamaica",West Indies,Pakistan,349,10,49.5,Zimbabwe,99,10,19.1,Pakistan,93 runs,Zimbabwe
ODIWC-2007-18,2007,Group C,18,2007-03-22,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,New Zealand,363,5,50.0,Canada,249,9,49.2,New Zealand,114 runs,Canada
ODIWC-2007-19,2007,Group A,19,2007-03-22,"Warner Park, Basseterre, St Kitts",West Indies,Scotland,136,10,34.1,Netherlands,140,2,23.5,Netherlands,8 wickets,Netherlands
ODIWC-2007-20,2007,Group B,20,2007-03-23,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,Sri Lanka,254,6,50.0,India,185,10,43.3,Sri Lanka,69 runs,India
ODIWC-2007-21,2007,Group D,21,2007-03-23,"Sabina Park, Kingston, Jamaica",West Indies,Ireland,183,8,48.0,West Indies,190,2,38.1,West Indies,8 wickets,Ireland
ODIWC-2007-22,2007,Group A,22,2007-03-24,"Warner Park, Basseterre, St Kitts",West Indies,Australia,377,6,50.0,South Africa,294,10,48.0,Australia,83 runs,South Africa
ODIWC-2007-23,2007,Group C,23,2007-03-24,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,Kenya,177,10,43.0,England,178,3,33.0,England,7 wickets,Kenya
ODIWC-2007-24,2007,Group B,24,2007-03-25,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,Bermuda,94,9,21.0,Bangladesh,96,3,17.3,Bangladesh,7 wickets,Bangladesh
ODIWC-2007-25,2007,Super Eights,25,2007-03-27,"Sir Vivian Richards Stadium, North Sound, Antigua",West Indies,Australia,322,6,50.0,West Indies,219,10,45.3,Australia,103 runs,West Indies
ODIWC-2007-26,2007,Super Eights,26,2007-03-28,"Providence Stadium, Guyana",West Indies,Sri Lanka,209,10,49.3,South Africa,212,9,48.2,South Africa,1 wickets,Sri Lanka
ODIWC-2007-27,2007,Super Eights,27,2007-03-29,"Sir Vivian Richards Stadium, North Sound, Antigua",West Indies,West Indies,177,10,44.4,New Zealand,179,3,39.2,New Zealand,7 wickets,New Zealand
ODIWC-2007-28,2007,Super Eights,28,2007-03-30,"Providence Stadium, Guyana",West Indies,England,266,7,50.0,Ireland,218,10,48.1,England,48 runs,England
ODIWC-2007-29,2007,Super Eights,29,2007-03-31,"Sir Vivian Richards Stadium, North Sound, Antigua",West Indies,Bangladesh,104,6,22.0,Australia,106,0,13.5,Australia,10 wickets,Australia
ODIWC-2007-30,2007,Super Eights,30,2007-04-01,"Providence Stadium, Guyana",West Indies,Sri Lanka,303,5,50.0,West Indies,190,10,44.3,Sri Lanka,113 runs,West Indies
ODIWC-2007-31,2007,Super Eights,31,2007-04-02,"Sir Vivian Richards Stadium, North Sound, Antigua",West Indies,Bangladesh,174,10,48.3,New Zealand,178,1,29.2,New Zealand,9 wickets,New Zealand
ODIWC-2007-32,2007,Super Eights,32,2007-04-03,"Providence Stadium, Guyana",West Indies,Ireland,152,8,35.0,South Africa,165,3,31.3,South Africa,7 wickets,South Africa
ODIWC-2007-33,2007,Super Eights,33,2007-04-04,"Sir Vivian Richards Stadium, North Sound, Antigua",West Indies,Sri Lanka,235,10,50.0,England,233,8,50.0,Sri Lanka,2 runs,England
ODIWC-2007-34,2007,Super Eights,34,2007-04-07,"Providence Stadium, Guyana",West Indies,Bangladesh,251,8,50.0,South Africa,184,10,48.4,Bangladesh,67 runs,South Africa
ODIWC-2007-35,2007,Super Eights,35,2007-04-08,"Sir Vivian Richards Stadium, North Sound, Antigua",West Indies,England,247,10,49.5,Australia,248,3,47.2,Australia,7 wickets,England
ODIWC-2007-36,2007,Super Eights,36,2007-04-09,"Providence Stadium, Guyana",West Indies,New Zealand,263,8,50.0,Ireland,134,10,37.4,New Zealand,129 runs,New Zealand
ODIWC-2007-37,2007,Super Eights,37,2007-04-10,"National Cricket Stadium, St George's, Grenada",West Indies,South Africa,356,4,50.0,West Indies,289,9,50.0,South Africa,67 runs,West Indies
ODIWC-2007-38,2007,Super Eights,38,2007-04-11,"Kensington Oval, Bridgetown, Barbados",West Indies,Bangladesh,143,10,37.2,England,147,6,44.5,England,4 wickets,England
ODIWC-2007-39,2007,Super Eights,39,2007-04-12,"National Cricket Stadium, St George's, Grenada",West Indies,New Zealand,219,7,50.0,Sri Lanka,222,4,45.1,Sri Lanka,6 wickets,New Zealand
ODIWC-2007-40,2007,Super Eights,40,2007-04-13,"Kensington Oval, Bridgetown, Barbados",West Indies,Ireland,91,10,30.0,Australia,92,1,12.2,Australia,9 wickets,Australia
ODIWC-2007-41,2007,Super Eights,41,2007-04-14,"National Cricket Stadium, St George's, Grenada",West Indies,South Africa,193,7,50.0,New Zealand,196,5,48.2,New Zealand,5 wickets,New Zealand
ODIWC-2007-42,2007,Super Eights,42,2007-04-15,"Kensington Oval, Bridgetown, Barbados",West Indies,Ireland,243,7,50.0,Bangladesh,169,10,41.2,Ireland,74 runs,Ireland
ODIWC-2007-43,2007,Super Eights,43,2007-04-16,"National Cricket Stadium, St George's, Grenada",West Indies,Sri Lanka,226,10,49.4,Australia,232,3,42.4,Australia,7 wickets,Sri Lanka
ODIWC-2007-44,2007,Super Eights,44,2007-04-17,"Kensington Oval, Bridgetown, Barbados",West Indies,England,154,10,48.0,South Africa,157,1,19.2,South Africa,9 wickets,England
ODIWC-2007-45,2007,Super Eights,45,2007-04-18,"National Cricket Stadium, St George's, Grenada",West Indies,Ireland,77,10,27.4,Sri Lanka,81,2,10.0,Sri Lanka,8 wickets,Sri Lanka
ODIWC-2007-46,2007,Super Eights,46,2007-04-19,"Kensington Oval, Bridgetown, Barbados",West Indies,West Indies,230,5,50.0,Bangladesh,131,10,43.5,West Indies,99 runs,Bangladesh
ODIWC-2007-47,2007,Super Eights,47,2007-04-20,"National Cricket Stadium, St George's, Grenada",West Indies,Australia,348,6,50.0,New Zealand,133,10,25.5,Australia,215 runs,Australia
ODIWC-2007-48,2007,Super Eights,48,2007-04-21,"Kensington Oval, Bridgetown, Barbados",West Indies,West Indies,300,10,49.5,England,301,9,49.5,England,1 wickets,England
ODIWC-2007-49,2007,Semi Final,49,2007-04-24,"Sabina Park, Kingston, Jamaica",West Indies,Sri Lanka,289,5,50.0,New Zealand,208,10,41.4,Sri Lanka,81 runs,Sri Lanka
ODIWC-2007-50,2007,Semi Final,50,2007-04-25,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,South Africa,149,10,43.5,Australia,153,3,31.3,Australia,7 wickets,South Africa
ODIWC-2007-51,2007,Final,51,2007-04-28,"Kensington Oval, Bridgetown, Barbados",West Indies,Australia,281,4,38.0,Sri Lanka,215,8,36.0,Australia,53 runs,Australia
ODIWC-2011-1,2011,Group B,1,2011-02-19,"Shere Bangla National Stadium, Mirpur",Bangladesh,India,370,4,50.0,Bangladesh,283,9,50.0,India,87 runs,Bangladesh
ODIWC-2011-2,2011,Group A,2,2011-02-20,"MA Chidambaram Stadium, Chepauk, Chennai",India,Kenya,69,10,23.5,New Zealand,72,0,8.0,New Zealand,10 wickets,Kenya
ODIWC-2011-3,2011,Group A,3,2011-02-20,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Sri Lanka,Sri Lanka,332,7,50.0,Canada,122,10,36.5,Sri Lanka,210 runs,Sri Lanka
ODIWC-2011-4,2011,Group A,4,2011-02-21,"Sardar Patel Stadium, Motera, Ahmedabad",India,Australia,262,6,50.0,Zimbabwe,171,10,46.2,Australia,91 runs,Australia
ODIWC-2011-5,2011,Group B,5,2011-02-22,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",India,Netherlands,292,6,50.0,England,296,4,48.4,England,6 wickets,Netherlands
ODIWC-2011-6,2011,Group A,6,2011-02-23,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Sri Lanka,Pakistan,317,7,50.0,Kenya,112,10,33.1,Pakistan,205 runs,Pakistan
ODIWC-2011-7,2011,Group B,7,2011-02-24,"Feroz Shah Kotla, Delhi",India,West Indies,222,10,47.3,South Africa,223,3,42.5,South Africa,7 wickets,South Africa
ODIWC-2011-8,2011,Group A,8,2011-02-25,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",India,New Zealand,206,10,45.1,Australia,207,3,34.0,Australia,7 wickets,Australia
ODIWC-2011-9,2011,Group B,9,2011-02-25,"Shere Bangla National Stadium, Mirpur",Bangladesh,Bangladesh,205,10,49.2,Ireland,178,10,45.0,Bangladesh,27 runs,Bangladesh
ODIWC-2011-10,2011,Group A,10,2011-02-26,"R Premadasa Stadium, Colombo",Sri Lanka,Pakistan,277,7,50.0,Sri Lanka,266,9,50.0,Pakistan,11 runs,Pakistan
ODIWC-2011-11,2011,Group B,11,2011-02-27,"M Chinnaswamy Stadium, Bangalore",India,India,338,10,49.5,England,338,8,50.0,Tie,,India
ODIWC-2011-12,2011,Group A,12,2011-02-28,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",India,Zimbabwe,298,9,50.0,Canada,123,10,42.1,Zimbabwe,175 runs,Zimbabwe
ODIWC-2011-13,2011,Group B,13,2011-02-28,"Feroz Shah Kotla, Delhi",India,West Indies,330,8,50.0,Netherlands,115,10,31.3,West Indies,215 runs,Netherlands
ODIWC-2011-14,2011,Group A,14,2011-03-01,"R Premadasa Stadium, Colombo",Sri Lanka,Kenya,142,10,43.4,Sri Lanka,146,1,18.4,Sri Lanka,9 wickets,Kenya
ODIWC-2011-15,2011,Group B,15,2011-03-02,"M Chinnaswamy Stadium, Bangalore",India,England,327,8,50.0,Ireland,329,7,49.1,Ireland,3 wickets,England
ODIWC-2011-16,2011,Group B,16,2011-03-03,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,South Africa,351,5,50.0,Netherlands,120,10,34.5,South Africa,231 runs,Netherlands
ODIWC-2011-17,2011,Group A,17,2011-03-03,"R Premadasa Stadium, Colombo",Sri Lanka,Pakistan,184,10,43.0,Canada,138,10,42.5,Pakistan,46 runs,Pakistan
ODIWC-2011-18,2011,Group A,18,2011-03-04,"Sardar Patel Stadium, Motera, Ahmedabad",India,Zimbabwe,162,10,46.2,New Zealand,166,0,33.3,New Zealand,10 wickets,Zimbabwe
ODIWC-2011-19,2011,Group B,19,2011-03-04,"Shere Bangla National Stadium, Mirpur",Bangladesh,Bangladesh,58,10,18.5,West Indies,59,1,12.2,West Indies,9 wickets,Bangladesh
ODIWC-2011-20,2011,Group A,20,2011-03-05,"R Premadasa Stadium, Colombo",Sri Lanka,Sri Lanka,146,3,32.5,Australia,0,0,0.0,No Result,,Sri Lanka
ODIWC-2011-21,2011,Group B,21,2011-03-06,"MA Chidambaram Stadium, Chepauk, Chennai",India,England,171,10,45.4,South Africa,165,10,47.4,England,6 runs,England
ODIWC-2011-22,2011,Group B,22,2011-03-06,"M Chinnaswamy Stadium, Bangalore",India,Ireland,207,10,47.5,India,210,5,46.0,India,5 wickets,India
ODIWC-2011-23,2011,Group A,23,2011-03-07,"Feroz Shah Kotla, Delhi",India,Kenya,198,10,50.0,Canada,199,5,45.3,Canada,5 wickets,Kenya
