match_id,year,stage,match_number,match_date,ground,country,team1,team1_score,team1_wickets,team1_overs,team2,team2_score,team2_wickets,team2_overs,winner,win_margin,toss
ODIWC-2011-24,2011,Group A,24,2011-03-08,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,302,7,50.0,Pakistan,192,10,41.4,New Zealand,110 runs,New Zealand
ODIWC-2011-25,2011,Group B,25,2011-03-09,"Feroz Shah Kotla, Delhi",India,Netherlands,189,10,46.4,India,191,5,36.3,India,5 wickets,Netherlands
ODIWC-2011-26,2011,Group A,26,2011-03-10,Pallekele International Cricket Stadium,Sri Lanka,Sri Lanka,327,6,50.0,Zimbabwe,188,10,39.0,Sri Lanka,139 runs,Zimbabwe
ODIWC-2011-27,2011,Group B,27,2011-03-11,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,West Indies,275,10,50.0,Ireland,231,10,49.0,West Indies,44 runs,Ireland
ODIWC-2011-28,2011,Group B,28,2011-03-11,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,England,225,10,49.4,Bangladesh,227,8,49.0,Bangladesh,2 wickets,Bangladesh
ODIWC-2011-29,2011,Group B,29,2011-03-12,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",India,India,296,10,48.4,South Africa,300,7,49.4,South Africa,3 wickets,India
ODIWC-2011-30,2011,Group A,30,2011-03-13,"Wankhede Stadium, Mumbai",India,New Zealand,358,6,50.0,Canada,261,9,50.0,New Zealand,97 runs,Canada
ODIWC-2011-31,2011,Group A,31,2011-03-13,"M Chinnaswamy Stadium, Bangalore",India,Australia,324,6,50.0,Kenya,264,6,50.0,Australia,60 runs,Australia
ODIWC-2011-32,2011,Group B,32,2011-03-14,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,Netherlands,160,10,46.2,Bangladesh,166,4,41.2,Bangladesh,6 wickets,Netherlands
ODIWC-2011-33,2011,Group A,33,2011-03-14,Pallekele International Cricket Stadium,Sri Lanka,Zimbabwe,151,7,39.4,Pakistan,164,3,34.1,Pakistan,7 wickets,Zimbabwe
ODIWC-2011-34,2011,Group B,34,2011-03-15,"Eden Gardens, Kolkata",India,South Africa,272,7,50.0,Ireland,141,10,33.2,South Africa,131 runs,Ireland
ODIWC-2011-35,2011,Group A,35,2011-03-16,"M Chinnaswamy Stadium, Bangalore",India,Canada,211,10,45.4,Australia,212,3,34.5,Australia,7 wickets,Canada
ODIWC-2011-36,2011,Group B,36,2011-03-17,"MA Chidambaram Stadium, Chepauk, Chennai",India,England,243,10,48.4,West Indies,225,10,44.4,England,18 runs,England
ODIWC-2011-37,2011,Group B,37,2011-03-18,"Eden Gardens, Kolkata",India,Netherlands,306,10,50.0,Ireland,307,4,47.4,Ireland,6 wickets,Ireland
ODIWC-2011-38,2011,Group A,38,2011-03-18,"Wankhede Stadium, Mumbai",India,Sri Lanka,265,9,50.0,New Zealand,153,10,35.0,Sri Lanka,112 runs,Sri Lanka
ODIWC-2011-39,2011,Group B,39,2011-03-19,"Shere Bangla National Stadium, Mirpur",Bangladesh,South Africa,284,8,50.0,Bangladesh,78,10,28.0,South Africa,206 runs,South Africa
ODIWC-2011-40,2011,Group A,40,2011-03-19,"R Premadasa Stadium, Colombo",Sri Lanka,Australia,176,10,46.4,Pakistan,178,6,41.0,Pakistan,4 wickets,Australia
ODIWC-2011-41,2011,Group A,41,2011-03-20,"Eden Gardens, Kolkata",India,Zimbabwe,308,6,50.0,Kenya,147,10,36.0,Zimbabwe,161 runs,Zimbabwe
ODIWC-2011-42,2011,Group B,42,2011-03-20,"MA Chidambaram Stadium, Chepauk, Chennai",India,India,268,10,49.1,West Indies,188,10,43.0,India,80 runs,India
ODIWC-2011-43,2011,Quarter Final,43,2011-03-23,"Shere Bangla National Stadium, Mirpur",Bangladesh,West Indies,112,10,43.3,Pakistan,113,0,20.5,Pakistan,10 wickets,West Indies
ODIWC-2011-44,2011,Quarter Final,44,2011-03-24,"Sardar Patel Stadium, Motera, Ahmedabad",India,Australia,260,6,50.0,India,261,5,47.4,India,5 wickets,Australia
ODIWC-2011-45,2011,Quarter Final,45,2011-03-25,"Shere Bangla National Stadium, Mirpur",Bangladesh,New Zealand,221,8,50.0,South Africa,172,10,43.2,New Zealand,49 runs,New Zealand
ODIWC-2011-46,2011,Quarter Final,46,2011-03-26,"R Premadasa Stadium, Colombo",Sri Lanka,England,229,6,50.0,Sri Lanka,231,0,39.3,Sri Lanka,10 wickets,England
ODIWC-2011-47,2011,Semi Final,47,2011-03-29,"R Premadasa Stadium, Colombo",Sri Lanka,New Zealand,217,10,48.5,Sri Lanka,220,5,47.5,Sri Lanka,5 wickets,New Zealand
ODIWC-2011-48,2011,Semi Final,48,2011-03-30,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,India,260,9,50.0,Pakistan,231,10,49.5,India,29 runs,India
ODIWC-2011-49,2011,Final,49,2011-04-02,"Wankhede Stadium, Mumbai",India,Sri Lanka,274,6,50.0,India,277,4,48.2,India,6 wickets,Sri Lanka
ODIWC-2015-1,2015,Pool A,1,2015-02-14,"Hagley Oval, Christchurch",New Zealand,New Zealand,331,6,50.0,Sri Lanka,233,10,46.1,New Zealand,98 runs,Sri Lanka
ODIWC-2015-2,2015,Pool A,2,2015-02-14,Melbourne Cricket Ground,Australia,Australia,342,9,50.0,England,231,10,41.5,Australia,111 runs,England
ODIWC-2015-3,2015,Pool B,3,2015-02-15,"Seddon Park, Hamilton",New Zealand,South Africa,339,4,50.0,Zimbabwe,277,10,48.2,South Africa,62 runs,Zimbabwe
ODIWC-2015-4,2015,Pool B,4,2015-02-15,Adelaide Oval,Australia,India,300,7,50.0,Pakistan,224,10,47.0,India,76 runs,India
ODIWC-2015-5,2015,Pool B,5,2015-02-16,"Saxton Oval, Nelson",New Zealand,West Indies,304,7,50.0,Ireland,307,6,45.5,Ireland,4 wickets,Ireland
ODIWC-2015-6,2015,Pool A,6,2015-02-17,"University Oval, Dunedin",New Zealand,Scotland,142,10,36.2,New Zealand,146,7,24.5,New Zealand,3 wickets,New Zealand
ODIWC-2015-7,2015,Pool A,7,2015-02-18,"Manuka Oval, Canberra",Australia,Bangladesh,267,10,50.0,Afghanistan,162,10,42.5,Bangladesh,105 runs,Bangladesh
ODIWC-2015-8,2015,Pool B,8,2015-02-19,"Saxton Oval, Nelson",New Zealand,United Arab Emirates,285,7,50.0,Zimbabwe,286,6,48.0,Zimbabwe,4 wickets,Zimbabwe
ODIWC-2015-9,2015,Pool A,9,2015-02-20,"Westpac Stadium, Wellington",New Zealand,England,123,10,33.2,New Zealand,125,2,12.2,New Zealand,8 wickets,England
ODIWC-2015-10,2015,Pool B,10,2015-02-21,"Hagley Oval, Christchurch",New Zealand,West Indies,310,6,50.0,Pakistan,160,10,39.0,West Indies,150 runs,Pakistan
ODIWC-2015-11,2015,Pool A,11,2015-02-21,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Australia,0,0,0.0,Bangladesh,0,0,0.0,No Result,,
ODIWC-2015-12,2015,Pool A,12,2015-02-22,"University Oval, Dunedin",New Zealand,Afghanistan,232,10,49.4,Sri Lanka,236,6,48.2,Sri Lanka,4 wickets,Sri Lanka
ODIWC-2015-13,2015,Pool B,13,2015-02-22,Melbourne Cricket Ground,Australia,India,307,7,50.0,South Africa,177,10,40.2,India,130 runs,India
ODIWC-2015-14,2015,Pool A,14,2015-02-23,"Hagley Oval, Christchurch",New Zealand,England,303,8,50.0,Scotland,184,10,42.2,England,119 runs,Scotland
ODIWC-2015-15,2015,Pool B,15,2015-02-24,"Manuka Oval, Canberra",Australia,West Indies,372,2,50.0,Zimbabwe,289,10,44.3,West Indies,73 runs,West Indies
ODIWC-2015-16,2015,Pool B,16,2015-02-25,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,United Arab Emirates,278,9,50.0,Ireland,279,8,49.2,Ireland,2 wickets,Ireland
ODIWC-2015-17,2015,Pool A,17,2015-02-26,"University Oval, Dunedin",New Zealand,Scotland,210,10,50.0,Afghanistan,211,9,49.3,Afghanistan,1 wickets,Afghanistan
ODIWC-2015-18,2015,Pool A,18,2015-02-26,Melbourne Cricket Ground,Australia,Sri Lanka,332,1,50.0,Bangladesh,240,10,47.0,Sri Lanka,92 runs,Sri Lanka
ODIWC-2015-19,2015,Pool B,19,2015-02-27,Sydney Cricket Ground,Australia,South Africa,408,5,50.0,West Indies,151,10,33.1,South Africa,257 runs,South Africa
ODIWC-2015-20,2015,Pool A,20,2015-02-28,"Eden Park, Auckland",New Zealand,Australia,151,10,32.2,New Zealand,152,9,23.1,New Zealand,1 wickets,Australia
ODIWC-2015-21,2015,Pool B,21,2015-02-28,"Western Australia Cricket Association Ground, Perth",Australia,United Arab Emirates,102,10,31.3,India,104,1,18.5,India,9 wickets,United Arab Emirates
ODIWC-2015-22,2015,Pool A,22,2015-03-01,"Westpac Stadium, Wellington",New Zealand,England,309,6,50.0,Sri Lanka,312,1,47.2,Sri Lanka,9 wickets,England
ODIWC-2015-23,2015,Pool B,23,2015-03-01,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Pakistan,235,7,50.0,Zimbabwe,215,10,49.4,Pakistan,20 runs,Pakistan
ODIWC-2015-24,2015,Pool B,24,2015-03-03,"Manuka Oval, Canberra",Australia,South Africa,411,4,50.0,Ireland,210,10,45.0,South Africa,201 runs,South Africa
ODIWC-2015-25,2015,Pool B,25,2015-03-04,"McLean Park, Napier",New Zealand,Pakistan,339,6,50.0,United Arab Emirates,210,8,50.0,Pakistan,129 runs,United Arab Emirates
ODIWC-2015-26,2015,Pool A,26,2015-03-04,"Western Australia Cricket Association Ground, Perth",Australia,Australia,417,6,50.0,Afghanistan,142,10,37.3,Australia,275 runs,Afghanistan
ODIWC-2015-27,2015,Pool A,27,2015-03-05,"Saxton Oval, Nelson",New Zealand,Scotland,318,8,50.0,Bangladesh,322,4,48.1,Bangladesh,6 wickets,Bangladesh
ODIWC-2015-28,2015,Pool B,28,2015-03-06,"Western Australia Cricket Association Ground, Perth",Australia,West Indies,182,10,44.2,India,185,6,39.1,India,4 wickets,West Indies
ODIWC-2015-29,2015,Pool B,29,2015-03-07,"Eden Park, Auckland",New Zealand,Pakistan,222,10,46.4,South Africa,202,10,33.3,Pakistan,29 runs,South Africa
ODIWC-2015-30,2015,Pool B,30,2015-03-07,"Bellerive Oval, Hobart",Australia,Ireland,331,8,50.0,Zimbabwe,326,10,49.3,Ireland,5 runs,Zimbabwe
ODIWC-2015-31,2015,Pool A,31,2015-03-08,"McLean Park, Napier",New Zealand,Afghanistan,186,10,47.4,New Zealand,188,4,36.1,New Zealand,6 wickets,Afghanistan
ODIWC-2015-32,2015,Pool A,32,2015-03-08,Sydney Cricket Ground,Australia,Australia,376,9,50.0,Sri Lanka,312,9,46.2,Australia,64 runs,Australia
ODIWC-2015-33,2015,Pool A,33,2015-03-09,Adelaide Oval,Australia,Bangladesh,275,7,50.0,England,260,10,48.3,Bangladesh,15 runs,England
ODIWC-2015-34,2015,Pool B,34,2015-03-10,"Seddon Park, Hamilton",New Zealand,Ireland,259,10,49.0,India,260,2,36.5,India,8 wickets,Ireland
ODIWC-2015-35,2015,Pool A,35,2015-03-11,"Bellerive Oval, Hobart",Australia,Sri Lanka,363,9,50.0,Scotland,215,10,43.1,Sri Lanka,148 runs,Sri Lanka
ODIWC-2015-36,2015,Pool B,36,2015-03-12,"Westpac Stadium, Wellington",New Zealand,South Africa,341,6,50.0,United Arab Emirates,195,9,47.3,South Africa,146 runs,United Arab Emirates
ODIWC-2015-37,2015,Pool A,37,2015-03-13,"Seddon Park, Hamilton",New Zealand,Bangladesh,288,7,50.0,New Zealand,290,7,48.5,New Zealand,3 wickets,New Zealand
ODIWC-2015-38,2015,Pool A,38,2015-03-13,Sydney Cricket Ground,Australia,Afghanistan,111,7,36.2,England,101,1,18.1,England,9 wickets,England
ODIWC-2015-39,2015,Pool B,39,2015-03-14,"Eden Park, Auckland",New Zealand,Zimbabwe,287,10,48.5,India,288,4,48.4,India,6 wickets,India
ODIWC-2015-40,2015,Pool A,40,2015-03-14,"Bellerive Oval, Hobart",Australia,Scotland,130,10,25.4,Australia,133,3,15.2,Australia,7 wickets,Australia
ODIWC-2015-41,2015,Pool B,41,2015-03-15,"McLean Park, Napier",New Zealand,United Arab Emirates,175,10,47.4,West Indies,176,4,30.3,West Indies,6 wickets,West Indies
ODIWC-2015-42,2015,Pool B,42,2015-03-15,Adelaide Oval,Australia,Ireland,237,10,50.0,Pakistan,241,3,46.1,Pakistan,7 wickets,Ireland
ODIWC-2015-43,2015,Quarter Final,43,2015-03-18,Sydney Cricket Ground,Australia,Sri Lanka,133,10,37.2,South Africa,134,1,18.0,South Africa,9 wickets,Sri Lanka
ODIWC-2015-44,2015,Quarter Final,44,2015-03-19,Melbourne Cricket Ground,Australia,India,302,6,50.0,Bangladesh,193,10,45.0,India,109 runs,India
ODIWC-2015-45,2015,Quarter Final,45,2015-03-20,Adelaide Oval,Australia,Pakistan,213,10,49.5,Australia,216,4,33.5,Australia,6 wickets,Pakistan
ODIWC-2015-46,2015,Quarter Final,46,2015-03-21,"Westpac Stadium, Wellington",New Zealand,New Zealand,393,6,50.0,West Indies,250,10,30.3,New Zealand,143 runs,New Zealand
ODIWC-2015-47,2015,Semi Final,47,2015-03-24,"Eden Park, Auckland",New Zealand,South Africa,281,5,43.0,New Zealand,299,6,42.5,New Zealand,4 wickets,South Africa
ODIWC-2015-48,2015,Semi Final,48,2015-03-26,Sydney Cricket Ground,Australia,Australia,328,7,50.0,India,233,10,46.5,Australia,95 runs,Australia
ODIWC-2015-49,2015,Final,49,2015-03-29,Melbourne Cricket Ground,Australia,New Zealand,183,10,45.0,Australia,186,3,33.1,Australia,7 wickets,New Zealand
ODIWC-2019-1,2019,Round,1,2019-05-30,"Kennington Oval, London",England,England,311,8,50.0,South Africa,207,10,39.5,England,104 runs,South Africa
ODIWC-2019-2,2019,Round,2,2019-05-31,"Trent Bridge, Nottingham",England,Pakistan,105,10,21.4,West Indies,108,3,13.4,West Indies,7 wickets,West Indies
ODIWC-2019-3,2019,Round,3,2019-06-01,"Sophia Gardens, Cardiff",England,Sri Lanka,136,10,29.2,New Zealand,137,0,16.1,New Zealand,10 wickets,New Zealand
ODIWC-2019-4,2019,Round,4,2019-06-01,"County Ground, Bristol",England,Afghanistan,207,10,38.2,Australia,209,3,34.5,Australia,7 wickets,Afghanistan
ODIWC-2019-5,2019,Round,5,2019-06-02,"Kennington Oval, London",England,Bangladesh,330,6,50.0,South Africa,309,8,50.0,Bangladesh,21 runs,South Africa
ODIWC-2019-6,2019,Round,6,2019-06-03,"Trent Bridge, Nottingham",England,Pakistan,348,8,50.0,England,334,9,50.0,Pakistan,14 runs,England
ODIWC-2019-7,2019,Round,7,2019-06-04,"Sophia Gardens, Cardiff",England,Sri Lanka,201,10,36.5,Afghanistan,152,10,32.4,Sri Lanka,34 runs,Afghanistan
ODIWC-2019-8,2019,Round,8,2019-06-05,"The Rose Bowl, Southampton",England,South Africa,227,9,50.0,India,230,4,47.3,India,6 wickets,South Africa
ODIWC-2019-9,2019,Round,9,2019-06-05,"Kennington Oval, London",England,Bangladesh,244,10,49.2,New Zealand,248,8,47.1,New Zealand,2 wickets,New Zealand
ODIWC-2019-10,2019,Round,10,2019-06-06,"Trent Bridge, Nottingham",England,Australia,288,10,49.0,West Indies,273,9,50.0,Australia,15 runs,West Indies
ODIWC-2019-11,2019,Round,11,2019-06-07,"County Ground, Bristol",England,Pakistan,0,0,0.0,Sri Lanka,0,0,0.0,No Result,,
ODIWC-2019-12,2019,Round,12,2019-06-08,"Sophia Gardens, Cardiff",England,England,386,6,50.0,Bangladesh,280,10,48.5,England,106 runs,Bangladesh
ODIWC-2019-13,2019,Round,13,2019-06-08,"The Cooper Associates County Ground, Taunton",England,Afghanistan,172,10,41.1,New Zealand,173,3,32.1,New Zealand,7 wickets,New Zealand
ODIWC-2019-14,2019,Round,14,2019-06-09,"Kennington Oval, London",England,India,352,5,50.0,Australia,316,10,50.0,India,36 runs,India
ODIWC-2019-15,2019,Round,15,2019-06-10,"The Rose Bowl, Southampton",England,South Africa,29,2,7.3,West Indies,0,0,0.0,No Result,,West Indies
ODIWC-2019-16,2019,Round,16,2019-06-11,"County Ground, Bristol",England,Bangladesh,0,0,0.0,Sri Lanka,0,0,0.0,No Result,,
ODIWC-2019-17,2019,Round,17,2019-06-12,"The Cooper Associates County Ground, Taunton",England,Australia,307,10,49.0,Pakistan,266,10,45.4,Australia,41 runs,Pakistan
ODIWC-2019-18,2019,Round,18,2019-06-13,"Trent Bridge, Nottingham",England,India,0,0,0.0,New Zealand,0,0,0.0,No Result,,
ODIWC-2019-19,2019,Round,19,2019-06-14,"The Rose Bowl, Southampton",England,West Indies,212,10,44.4,England,213,2,33.1,England,8 wickets,England
ODIWC-2019-20,2019,Round,20,2019-06-15,"Kennington Oval, London",England,Australia,334,7,50.0,Sri Lanka,247,10,45.5,Australia,87 runs,Sri Lanka
ODIWC-2019-21,2019,Round,21,2019-06-15,"Sophia Gardens, Cardiff",England,Afghanistan,125,10,34.1,South Africa,131,1,28.4,South Africa,9 wickets,South Africa
ODIWC-2019-22,2019,Round,22,2019-06-16,"Old Trafford, Manchester",England,India,336,5,50.0,Pakistan,212,6,40.0,India,89 runs,Pakistan
ODIWC-2019-23,2019,Round,23,2019-06-17,"The Cooper Associates County Ground, Taunton",England,West Indies,321,8,50.0,Bangladesh,322,3,41.3,Bangladesh,7 wickets,Bangladesh
ODIWC-2019-24,2019,Round,24,2019-06-18,"Old Trafford, Manchester",England,England,397,6,50.0,Afghanistan,247,8,50.0,England,150 runs,England
ODIWC-2019-25,2019,Round,25,2019-06-19,"Edgbaston, Birmingham",England,South Africa,241,6,49.0,New Zealand,245,6,48.3,New Zealand,4 wickets,New Zealand
ODIWC-2019-26,2019,Round,26,2019-06-20,"Trent Bridge, Nottingham",England,Australia,381,5,50.0,Bangladesh,333,8,50.0,Australia,48 runs,Australia
ODIWC-2019-27,2019,Round,27,2019-06-21,"Headingley, Leeds",England,Sri Lanka,232,9,50.0,England,212,10,47.0,Sri Lanka,20 runs,Sri Lanka
ODIWC-2019-28,2019,Round,28,2019-06-22,"The Rose Bowl, Southampton",England,India,224,8,50.0,Afghanistan,213,10,49.5,India,11 runs,India
ODIWC-2019-29,2019,Round,29,2019-06-22,"Old Trafford, Manchester",England,New Zealand,291,8,50.0,West Indies,286,10,49.0,New Zealand,5 runs,West Indies
ODIWC-2019-30,2019,Round,30,2019-06-23,"Lord's, London",England,Pakistan,308,7,50.0,South Africa,259,9,50.0,Pakistan,49 runs,Pakistan
ODIWC-2019-31,2019,Round,31,2019-06-24,"The Rose Bowl, Southampton",England,Bangladesh,262,7,50.0,Afghanistan,200,10,47.0,Bangladesh,62 runs,Afghanistan
ODIWC-2019-32,2019,Round,32,2019-06-25,"Lord's, London",England,Australia,285,7,50.0,England,221,10,44.4,Australia,64 runs,England
ODIWC-2019-33,2019,Round,33,2019-06-26,"Edgbaston, Birmingham",England,New Zealand,237,6,50.0,Pakistan,241,4,49.1,Pakistan,6 wickets,New Zealand
ODIWC-2019-34,2019,Round,34,2019-06-27,"Old Trafford, Manchester",England,India,268,7,50.0,West Indies,143,10,34.2,India,125 runs,India
ODIWC-2019-35,2019,Round,35,2019-06-28,"Riverside Ground, Chester-le-Street",England,Sri Lanka,203,10,49.3,South Africa,206,1,37.2,South Africa,9 wickets,South Africa
ODIWC-2019-36,2019,Round,36,2019-06-29,"Headingley, Leeds",England,Afghanistan,227,9,50.0,Pakistan,230,7,49.4,Pakistan,3 wickets,Afghanistan
ODIWC-2019-37,2019,Round,37,2019-06-29,"Lord's, London",England,Australia,243,9,50.0,New Zealand,157,10,43.4,Australia,86 runs,Australia
ODIWC-2019-38,2019,Round,38,2019-06-30,"Edgbaston, Birmingham",England,England,337,7,50.0,India,306,5,50.0,England,31 runs,England
ODIWC-2019-39,2019,Round,39,2019-07-01,"Riverside Ground, Chester-le-Street",England,Sri Lanka,338,6,50.0,West Indies,315,9,50.0,Sri Lanka,23 runs,West Indies
ODIWC-2019-40,2019,Round,40,2019-07-02,"Edgbaston, Birmingham",England,India,314,9,50.0,Bangladesh,286,10,48.0,India,28 runs,India
ODIWC-2019-41,2019,Round,41,2019-07-03,"Riverside Ground, Chester-le-Street",England,England,305,8,50.0,New Zealand,186,10,45.0,England,119 runs,England
ODIWC-2019-42,2019,Round,42,2019-07-04,"Headingley, Leeds",England,West Indies,311,6,50.0,Afghanistan,288,10,50.0,West Indies,23 runs,West Indies
ODIWC-2019-43,2019,Round,43,2019-07-05,"Lord's, London",England,Pakistan,315,9,50.0,Bangladesh,221,10,44.1,Pakistan,94 runs,Pakistan
ODIWC-2019-44,2019,Round,44,2019-07-06,"Headingley, Leeds",England,Sri Lanka,264,7,50.0,India,265,3,43.3,India,7 wickets,Sri Lanka
ODIWC-2019-45,2019,Round,45,2019-07-06,"Old Trafford, Manchester",England,South Africa,325,6,50.0,Australia,315,10,49.5,South Africa,10 runs,South Africa
ODIWC-2019-46,2019,Semi Final,46,2019-07-09,"Old Trafford, Manchester",England,New Zealand,239,8,50.0,India,221,10,49.3,New Zealand,18 runs,New Zealand
ODIWC-2019-47,2019,Semi Final,47,2019-07-11,"Edgbaston, Birmingham",England,Australia,223,10,49.0,England,226,2,32.1,England,8 wickets,Australia
ODIWC-2019-48,2019,Final,48,2019-07-14,"Lord's, London",England,New Zealand,241,8,50.0,England,241,10,50.0,England,Boundary Count,New Zealand
ODIWC-2023-1,2023,Round,1,2023-10-05,"Narendra Modi Stadium, Ahmedabad",India,England,282,9,50.0,New Zealand,283,1,36.2,New Zealand,9 wickets,New Zealand
ODIWC-2023-2,2023,Round,2,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,Pakistan,286,10,49.0,Netherlands,205,10,41.0,Pakistan,81 runs,Netherlands
ODIWC-2023-3,2023,Round,3,2023-10-07,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,Afghanistan,156,10,37.2,Bangladesh,158,4,34.4,Bangladesh,6 wickets,Bangladesh
ODIWC-2023-4,2023,Round,4,2023-10-07,"Arun Jaitley Stadium, Delhi",India,South Africa,428,5,50.0,Sri Lanka,326,10,44.5,South Africa,102 runs,Sri Lanka
ODIWC-2023-5,2023,Round,5,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",India,Australia,199,10,49.3,India,201,4,41.2,India,6 wickets,Australia
ODIWC-2023-6,2023,Round,6,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,New Zealand,322,7,50.0,Netherlands,223,10,46.3,New Zealand,99 runs,Netherlands
ODIWC-2023-7,2023,Round,7,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,England,364,9,50.0,Bangladesh,227,10,48.2,England,137 runs,Bangladesh
ODIWC-2023-8,2023,Round,8,2023-10-10,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,Sri Lanka,344,9,50.0,Pakistan,345,4,48.2,Pakistan,6 wickets,Sri Lanka
ODIWC-2023-9,2023,Round,9,2023-10-11,"Arun Jaitley Stadium, Delhi",India,Afghanistan,272,8,50.0,India,273,2,35.0,India,8 wickets,Afghanistan
ODIWC-2023-10,2023,Round,10,2023-10-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,South Africa,311,7,50.0,Australia,177,10,40.5,South Africa,134 runs,Australia
ODIWC-2023-11,2023,Round,11,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",India,Bangladesh,245,9,50.0,New Zealand,248,2,42.5,New Zealand,8 wickets,New Zealand
ODIWC-2023-12,2023,Round,12,2023-10-14,"Narendra Modi Stadium, Ahmedabad",India,Pakistan,191,10,42.5,India,192,3,30.3,India,7 wickets,India
ODIWC-2023-13,2023,Round,13,2023-10-15,"Arun Jaitley Stadium, Delhi",India,Afghanistan,284,10,49.5,England,215,10,40.3,Afghanistan,69 runs,England
ODIWC-2023-14,2023,Round,14,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,Sri Lanka,209,10,43.3,Australia,215,5,35.2,Australia,5 wickets,Sri Lanka
ODIWC-2023-15,2023,Round,15,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,Netherlands,245,8,43.0,South Africa,207,10,42.5,Netherlands,38 runs,South Africa
ODIWC-2023-16,2023,Round,16,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",India,New Zealand,288,6,50.0,Afghanistan,139,10,34.4,New Zealand,149 runs,Afghanistan
ODIWC-2023-17,2023,Round,17,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,256,8,50.0,India,261,3,41.3,India,7 wickets,Bangladesh
ODIWC-2023-18,2023,Round,18,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",India,Australia,367,9,50.0,Pakistan,305,10,45.3,Australia,62 runs,Pakistan
ODIWC-2023-19,2023,Round,19,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,Netherlands,262,10,49.4,Sri Lanka,263,5,48.2,Sri Lanka,5 wickets,Netherlands
ODIWC-2023-20,2023,Round,20,2023-10-21,"Wankhede Stadium, Mumbai",India,South Africa,399,7,50.0,England,170,9,22.0,South Africa,229 runs,England
ODIWC-2023-21,2023,Round,21,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,New Zealand,273,10,50.0,India,274,6,48.0,India,4 wickets,India
ODIWC-2023-22,2023,Round,22,2023-10-23,"MA Chidambaram Stadium, Chepauk, Chennai",India,Pakistan,282,7,50.0,Afghanistan,286,2,49.0,Afghanistan,8 wickets,Pakistan
ODIWC-2023-23,2023,Round,23,2023-10-24,"Wankhede Stadium, Mumbai",India,South Africa,382,5,50.0,Bangladesh,233,10,46.4,South Africa,149 runs,South Africa
ODIWC-2023-24,2023,Round,24,2023-10-25,"Arun Jaitley Stadium, Delhi",India,Australia,399,8,50.0,Netherlands,90,10,21.0,Australia,309 runs,Australia
ODIWC-2023-25,2023,Round,25,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",India,England,156,10,33.2,Sri Lanka,160,2,25.4,Sri Lanka,8 wickets,England
ODIWC-2023-26,2023,Round,26,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",India,Pakistan,270,10,46.4,South Africa,271,9,47.2,South Africa,1 wickets,Pakistan
ODIWC-2023-27,2023,Round,27,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,Australia,388,10,49.2,New Zealand,383,9,50.0,Australia,5 runs,New Zealand
ODIWC-2023-28,2023,Round,28,2023-10-28,"Eden Gardens, Kolkata",India,Netherlands,229,10,50.0,Bangladesh,142,10,42.2,Netherlands,87 runs,Netherlands
ODIWC-2023-29,2023,Round,29,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,India,229,9,50.0,England,129,10,34.5,India,100 runs,England
ODIWC-2023-30,2023,Round,30,2023-10-30,"Maharashtra Cricket Association Stadium, Pune",India,Sri Lanka,241,10,49.3,Afghanistan,242,3,45.2,Afghanistan,7 wickets,Afghanistan
ODIWC-2023-31,2023,Round,31,2023-10-31,"Eden Gardens, Kolkata",India,Bangladesh,204,10,45.1,Pakistan,205,3,32.3,Pakistan,7 wickets,Bangladesh
ODIWC-2023-32,2023,Round,32,2023-11-01,"Maharashtra Cricket Association Stadium, Pune",India,South Africa,357,4,50.0,New Zealand,167,10,35.3,South Africa,190 runs,New Zealand
