match_id,year,match_date,team1,team2,winner,team1_score,team2_score,margin,ground,host_country,match_no,team1_avg_batting_ranking,team2_avg_batting_ranking,team1_avg_bowling_ranking,team2_avg_bowling_ranking,team1_total_wcs_participated,team1_total_wcs_won,team2_total_wcs_participated,team2_total_wcs_won,team1_win_pct_over_team2
T20WC-2022-258,2022,2022-11-04,Ireland,New Zealand,New Zealand,150-9 (20),185-6 (20),35 runs,Adelaide,Australia,T20I # 1862,93.53,70.07,98.4,69.6,6,0,7,0,0.0
T20WC-2022-259,2022,2022-11-05,England,Sri Lanka,England,144-6 (19.4),141-8 (20),4 wickets,Sydney,Australia,T20I # 1867,78.87,79.62,72.93,87.54,7,1,7,1,69.23
T20WC-2022-260,2022,2022-11-06,Netherlands,South Africa,Netherlands,158-4 (20),145-8 (20),13 runs,Adelaide,Australia,T20I # 1871,97.12,65.5,96.5,67.43,4,0,7,0,0.0
T20WC-2022-261,2022,2022-11-06,Bangladesh,Pakistan,Pakistan,127-8 (20),128-5 (18.1),5 wickets,Adelaide,Australia,T20I # 1872,98.27,83.13,83.2,83.33,7,0,7,1,11.76
T20WC-2022-262,2022,2022-11-06,India,Zimbabwe,India,186-5 (20),115 (17.2),71 runs,Melbourne,Australia,T20I # 1873,79.0,97.27,71.47,91.0,7,1,5,0,71.42
T20WC-2022-263,2022,2022-11-09,New Zealand,Pakistan,Pakistan,152-4 (20),153-3 (19.1),7 wickets,Sydney,Australia,T20I # 1877,69.67,82.8,70.13,83.6,7,0,7,1,39.28
T20WC-2022-264,2022,2022-11-10,England,India,England,170-0 (16),168-6 (20),10 wickets,Adelaide,Australia,T20I # 1878,77.6,79.13,72.53,71.67,7,1,7,1,45.45
T20WC-2022-265,2022,2022-11-13,England,Pakistan,England,138-5 (19),137-8 (20),5 wickets,Melbourne,Australia,T20I # 1879,76.2,82.67,72.33,83.0,7,1,7,1,60.71
T20WC-2024-266,2024,2024-06-01,USA,Canada,USA,197-3 (17.4),194-5 (20),7 wickets,Dallas,USA,T20I # 2632,101.0,100.47,101.0,101.0,0,0,0,0,57.14
T20WC-2024-267,2024,2024-06-02,Namibia,Oman,tied,109-6 (20),109 (19.4),-,Bridgetown,West Indies,T20I # 2634,100.25,101.0,99.75,101.0,2,0,2,0,66.6
T20WC-2024-268,2024,2024-06-02,West Indies,PNG,West Indies,137-5 (19),136-8 (20),5 wickets,Providence,West Indies,T20I # 2633,78.33,98.8,85.13,101.0,8,2,1,0,0.0
T20WC-2024-269,2024,2024-06-03,South Africa,Sri Lanka,South Africa,80-4 (16.2),77 (19.1),6 wickets,New York,USA,T20I # 2635,77.73,84.6,79.87,93.2,8,0,8,1,64.7
T20WC-2024-270,2024,2024-06-03,Afghanistan,Uganda,Afghanistan,183-5 (20),58 (16),125 runs,Providence,West Indies,T20I # 2636,85.4,101.0,86.67,101.0,6,0,0,0,0.0
T20WC-2024-271,2024,2024-06-04,England,Scotland,no result,,,-,Bridgetown,West Indies,T20I # 2637,76.8,94.47,72.33,94.6,8,2,5,0,0.0
T20WC-2024-272,2024,2024-06-04,Nepal,Netherlands,Netherlands,106 (19.2),109-4 (18.4),6 wickets,Dallas,USA,T20I # 2638,100.2,93.2,100.8,94.0,1,0,5,0,0.0
T20WC-2024-273,2024,2024-06-05,India,Ireland,India,97-2 (12.2),96 (16),8 wickets,New York,USA,T20I # 2639,76.8,92.13,76.93,95.27,8,1,7,0,100.0
T20WC-2024-274,2024,2024-06-05,PNG,Uganda,Uganda,77 (19.1),78-7 (18.2),3 wickets,Providence,West Indies,T20I # 2640,98.6,101.0,101.0,101.0,1,0,0,0,100.0
T20WC-2024-275,2024,2024-06-05,Australia,Oman,Australia,164-5 (20),125-9 (20),39 runs,Bridgetown,West Indies,T20I # 2641,65.0,101.0,75.0,101.0,8,1,2,0,0.0
T20WC-2024-276,2024,2024-06-06,USA,Pakistan,tied,159-3 (20),159-7 (20),-,Dallas,USA,T20I # 2642,101.0,82.07,101.0,89.87,0,0,8,1,0.0
T20WC-2024-277,2024,2024-06-06,Namibia,Scotland,Scotland,155-9 (20),157-5 (18.3),5 wickets,Bridgetown,West Indies,T20I # 2643,100.31,94.53,99.56,94.73,2,0,5,0,100.0
T20WC-2024-278,2024,2024-06-07,Canada,Ireland,Canada,137-7 (20),125-7 (20),12 runs,New York,USA,T20I # 2644,99.73,92.93,101.0,95.73,0,0,7,0,50.0
T20WC-2024-279,2024,2024-06-07,Afghanistan,New Zealand,Afghanistan,159-6 (20),75 (15.2),84 runs,Providence,West Indies,T20I # 2645,85.2,74.13,86.33,72.53,6,0,8,0,0.0
T20WC-2024-280,2024,2024-06-07,Bangladesh,Sri Lanka,Bangladesh,125-8 (19),124-9 (20),2 wickets,Dallas,USA,T20I # 2646,93.2,86.67,82.8,93.4,8,0,8,1,31.25
T20WC-2024-281,2024,2024-06-08,Netherlands,South Africa,South Africa,103-9 (20),106-6 (18.5),4 wickets,New York,USA,T20I # 2649,93.8,77.13,92.53,79.47,5,0,8,0,0.0
T20WC-2024-282,2024,2024-06-08,Australia,England,Australia,201-7 (20),165-6 (20),36 runs,Bridgetown,West Indies,T20I # 2650,65.4,77.0,74.73,73.6,8,1,8,2,43.47
T20WC-2024-283,2024,2024-06-08,West Indies,Uganda,West Indies,173-5 (20),39 (12),134 runs,Providence,West Indies,T20I # 2651,79.73,101.0,84.27,101.0,8,2,0,0,0.0
T20WC-2024-284,2024,2024-06-09,Oman,Scotland,Scotland,150-7 (20),153-3 (13.1),7 wickets,North Sound,West Indies,T20I # 2659,101.0,94.73,101.0,95.2,2,0,5,0,0.0
T20WC-2024-285,2024,2024-06-09,India,Pakistan,India,119 (19),113-7 (20),6 runs,New York,USA,T20I # 2658,78.13,82.07,76.8,90.27,8,1,8,1,66.66
T20WC-2024-286,2024,2024-06-10,Bangladesh,South Africa,South Africa,109-7 (20),113-6 (20),4 runs,New York,USA,T20I # 2664,92.53,77.53,81.0,80.0,8,0,8,0,0.0
T20WC-2024-287,2024,2024-06-11,Canada,Pakistan,Pakistan,106-7 (20),107-3 (17.3),7 wickets,New York,USA,T20I # 2665,99.53,82.2,101.0,89.0,0,0,8,1,0.0
T20WC-2024-288,2024,2024-06-11,Australia,Namibia,Australia,74-1 (5.4),72 (17),9 wickets,North Sound,West Indies,T20I # 2666,64.33,98.94,74.13,99.38,8,1,2,0,0.0
T20WC-2024-289,2024,2024-06-12,USA,India,India,110-8 (20),111-3 (18.2),7 wickets,New York,USA,T20I # 2671,100.33,79.27,101.0,74.53,0,0,8,1,0.0
T20WC-2024-290,2024,2024-06-12,West Indies,New Zealand,West Indies,149-9 (20),136-9 (20),13 runs,Tarouba,West Indies,T20I # 2672,79.6,75.13,84.87,72.53,8,2,8,0,21.05
T20WC-2024-291,2024,2024-06-13,Afghanistan,PNG,Afghanistan,101-3 (15.1),95 (19.5),7 wickets,Tarouba,West Indies,T20I # 2679,84.53,98.87,86.47,101.0,6,0,1,0,100.0
T20WC-2024-292,2024,2024-06-13,England,Oman,England,50-2 (3.1),47 (13.2),8 wickets,North Sound,West Indies,T20I # 2678,77.0,101.0,72.2,101.0,8,2,2,0,0.0
T20WC-2024-293,2024,2024-06-13,Bangladesh,Netherlands,Bangladesh,159-5 (20),134-8 (20),25 runs,Kingstown,West Indies,T20I # 2677,92.87,94.8,80.47,91.53,8,0,5,0,75.0
T20WC-2024-294,2024,2024-06-14,New Zealand,Uganda,New Zealand,41-1 (5.2),40 (18.4),9 wickets,Tarouba,West Indies,T20I # 2682,75.73,101.0,71.67,101.0,8,0,0,0,0.0
T20WC-2024-295,2024,2024-06-14,Nepal,South Africa,South Africa,114-7 (20),115-7 (20),1 run,Kingstown,West Indies,T20I # 2681,100.13,77.07,100.73,79.47,1,0,8,0,0.0
T20WC-2024-296,2024,2024-06-15,England,Namibia,England,122-5 (10),84-3 (10),41 runs,North Sound,West Indies,T20I # 2688,77.13,99.19,72.53,99.94,8,2,2,0,0.0
T20WC-2024-297,2024,2024-06-15,Australia,Scotland,Australia,186-5 (19.4),180-5 (20),5 wickets,Gros Islet,West Indies,T20I # 2689,64.07,94.8,69.27,95.07,8,1,5,0,0.0
T20WC-2024-298,2024,2024-06-16,Netherlands,Sri Lanka,Sri Lanka,118 (16.4),201-6 (20),83 runs,Gros Islet,West Indies,T20I # 2699,94.27,86.73,91.07,91.93,5,0,8,1,0.0
T20WC-2024-299,2024,2024-06-16,Ireland,Pakistan,Pakistan,106-9 (20),111-7 (18.5),3 wickets,Lauderhill,USA,T20I # 2697,93.6,82.33,96.13,87.4,7,0,8,1,25.0
T20WC-2024-300,2024,2024-06-16,Bangladesh,Nepal,Bangladesh,106 (19.3),85 (19.2),21 runs,Kingstown,West Indies,T20I # 2698,91.73,98.93,80.13,100.47,8,0,1,0,100.0
T20WC-2024-301,2024,2024-06-17,New Zealand,PNG,New Zealand,79-3 (12.2),78 (19.4),7 wickets,Tarouba,West Indies,T20I # 2702,76.27,99.07,71.53,101.0,8,0,1,0,0.0
T20WC-2024-302,2024,2024-06-17,West Indies,Afghanistan,West Indies,218-5 (20),114 (16.2),104 runs,Gros Islet,West Indies,T20I # 2703,77.53,84.87,84.47,86.33,8,2,6,0,57.14
T20WC-2024-303,2024,2024-06-19,South Africa,USA,South Africa,194-4 (20),176-6 (20),18 runs,North Sound,West Indies,T20I # 2708,77.6,101.0,79.87,101.0,8,0,0,0,0.0
T20WC-2024-304,2024,2024-06-19,West Indies,England,England,180-4 (20),181-2 (17.3),8 wickets,Gros Islet,West Indies,T20I # 2709,76.2,76.67,83.2,73.13,8,2,8,2,58.62
T20WC-2024-305,2024,2024-06-20,Afghanistan,India,India,134 (20),181-8 (20),47 runs,Bridgetown,West Indies,T20I # 2710,85.47,79.47,87.0,73.67,6,0,8,1,0.0
T20WC-2024-306,2024,2024-06-20,Australia,Bangladesh,Australia,100-2 (11.2),140-8 (20),28 runs,North Sound,West Indies,T20I # 2711,64.2,92.67,70.07,78.4,8,1,8,0,60.0
T20WC-2024-307,2024,2024-06-21,West Indies,USA,West Indies,130-1 (10.5),128 (19.5),9 wickets,Bridgetown,West Indies,T20I # 2713,75.47,97.87,82.8,100.73,8,2,0,0,0.0
T20WC-2024-308,2024,2024-06-21,England,South Africa,South Africa,156-6 (20),163-6 (20),7 runs,Gros Islet,West Indies,T20I # 2712,76.4,77.33,72.73,80.13,8,2,8,0,48.0
T20WC-2024-309,2024,2024-06-22,Bangladesh,India,India,146-8 (20),196-5 (20),50 runs,North Sound,West Indies,T20I # 2716,92.53,79.07,80.27,71.93,8,0,8,1,7.6
T20WC-2024-310,2024,2024-06-22,Afghanistan,Australia,Afghanistan,148-6 (20),127 (19.2),21 runs,Kingstown,West Indies,T20I # 2717,85.87,64.93,87.67,69.33,6,0,8,1,0.0
T20WC-2024-311,2024,2024-06-23,England,USA,England,117-0 (9.4),115 (18.5),10 wickets,Bridgetown,West Indies,T20I # 2719,75.87,97.8,72.6,100.93,8,2,0,0,0.0
T20WC-2024-312,2024,2024-06-23,West Indies,South Africa,South Africa,135-8 (20),124-7 (16.1),3 wickets,North Sound,West Indies,T20I # 2720,73.93,77.0,82.33,79.27,8,2,8,0,50.0
T20WC-2024-313,2024,2024-06-24,Australia,India,India,181-7 (20),205-5 (20),24 runs,Gros Islet,West Indies,T20I # 2721,65.33,76.67,69.53,71.33,8,1,8,1,35.48
T20WC-2024-314,2024,2024-06-24,Afghanistan,Bangladesh,Afghanistan,115-5 (20),105 (17.5),8 runs,Kingstown,West Indies,T20I # 2722,85.07,93.0,87.33,79.53,6,0,8,0,54.54
T20WC-2024-315,2024,2024-06-26,Afghanistan,South Africa,South Africa,56 (11.5),60-1 (8.5),9 wickets,Tarouba,West Indies,T20I # 2723,85.4,76.6,87.73,79.0,6,0,8,0,0.0
T20WC-2024-316,2024,2024-06-27,England,India,India,103 (16.4),171-7 (20),68 runs,Providence,West Indies,T20I # 2724,76.0,75.27,73.27,70.73,8,2,8,1,47.82
T20WC-2024-317,2024,2024-06-29,India,South Africa,India,176-7 (20),169-8 (20),7 runs,Bridgetown,West Indies,T20I # 2729,75.67,76.67,70.67,75.93,8,1,8,0,53.84
T20WC-2026-1,2026,2026-02-07,Netherlands,Pakistan,Pakistan,147,148-7,3 wickets,Colombo,Sri Lanka,,,,,,6,0,9,1,0.0
T20WC-2026-2,2026,2026-02-07,West Indies,Scotland,West Indies,182-5,147,35 runs,Kolkata,India,,,,,,9,2,6,0,0.0
T20WC-2026-3,2026,2026-02-07,India,USA,India,161-9,132-8,29 runs,Mumbai,India,,,,,,9,2,1,0,100.0
T20WC-2026-4,2026,2026-02-08,Afghanistan,New Zealand,New Zealand,182-6,183-5,5 wickets,Chennai,India,,,,,,7,0,9,0,50.0
T20WC-2026-5,2026,2026-02-08,England,Nepal,England,184-7,180-6,4 runs,Mumbai,India,,,,,,9,2,2,0,0.0
T20WC-2026-6,2026,2026-02-08,Sri Lanka,Ireland,Sri Lanka,163-6,143,20 runs,Colombo,Sri Lanka,,,,,,9,1,8,0,100.0
T20WC-2026-7,2026,2026-02-09,Scotland,Italy,Scotland,207-4,134,73 runs,Kolkata,India,,,,,,6,0,0,0,0.0
T20WC-2026-8,2026,2026-02-09,Oman,Zimbabwe,Zimbabwe,103,106-2,8 wickets,Colombo,Sri Lanka,,,,,,3,0,6,0,0.0
T20WC-2026-9,2026,2026-02-09,South Africa,Canada,South Africa,213-4,156-8,57 runs,Ahmedabad,India,,,,,,9,0,1,0,0.0
T20WC-2026-10,2026,2026-02-10,Namibia,Netherlands,Netherlands,156-8,159-3,7 wickets,Delhi,India,,,,,,3,0,6,0,50.0
T20WC-2026-11,2026,2026-02-10,UAE,New Zealand,New Zealand,173-6,175-0,10 wickets,Chennai,India,,,,,,2,0,9,0,0.0
T20WC-2026-12,2026,2026-02-10,Pakistan,USA,Pakistan,190-9,158-8,32 runs,Colombo,Sri Lanka,,,,,,9,1,1,0,0.0
T20WC-2026-13,2026,2026-02-11,South Africa,Afghanistan,South Africa,187-6,187,tied (South Africa won 2nd Super Over),Ahmedabad,India,,,,,,9,0,7,0,100.0
T20WC-2026-14,2026,2026-02-11,Australia,Ireland,Australia,182-6,115,67 runs,Colombo,Sri Lanka,,,,,,9,1,8,0,100.0
T20WC-2026-15,2026,2026-02-11,West Indies,England,West Indies,196-6,166,30 runs,Mumbai,India,,,,,,9,2,9,2,71.43
T20WC-2026-16,2026,2026-02-12,Sri Lanka,Oman,Sri Lanka,225-5,120-9,105 runs,Kandy,Sri Lanka,,,,,,9,1,3,0,0.0
T20WC-2026-17,2026,2026-02-12,Nepal,Italy,Italy,123,124-0,10 wickets,Mumbai,India,,,,,,2,0,0,0,0.0
T20WC-2026-18,2026,2026-02-12,India,Namibia,India,209-9,116,93 runs,Delhi,India,,,,,,9,2,3,0,100.0
T20WC-2026-19,2026,2026-02-13,Zimbabwe,Australia,Zimbabwe,169-2,146,23 runs,Colombo,Sri Lanka,,,,,,6,0,9,1,100.0
T20WC-2026-20,2026,2026-02-13,Canada,UAE,UAE,150-7,151-5,5 wickets,Delhi,India,,,,,,1,0,2,0,0.0
T20WC-2026-21,2026,2026-02-13,USA,Netherlands,USA,196-6,103,93 runs,Chennai,India,,,,,,1,0,6,0,0.0
T20WC-2026-22,2026,2026-02-14,Ireland,Oman,Ireland,235-5,139,96 runs,Colombo,Sri Lanka,,,,,,8,0,3,0,0.0
T20WC-2026-23,2026,2026-02-14,Scotland,England,England,152,155-5,5 wickets,Kolkata,India,,,,,,6,0,9,2,0.0
T20WC-2026-24,2026,2026-02-14,New Zealand,South Africa,South Africa,175-7,178-3,7 wickets,Ahmedabad,India,,,,,,9,0,9,0,0.0
T20WC-2026-25,2026,2026-02-15,Nepal,West Indies,West Indies,133-8,134-1,9 wickets,Mumbai,India,,,,,,2,0,9,2,0.0
T20WC-2026-26,2026,2026-02-15,USA,Namibia,USA,199-4,168-6,31 runs,Chennai,India,,,,,,1,0,3,0,0.0
T20WC-2026-27,2026,2026-02-15,India,Pakistan,India,175-7,114,61 runs,Colombo,Sri Lanka,,,,,,9,2,9,1,85.71
T20WC-2026-28,2026,2026-02-16,UAE,Afghanistan,Afghanistan,160-9,162-5,5 wickets,Delhi,India,,,,,,2,0,7,0,0.0
T20WC-2026-29,2026,2026-02-16,England,Italy,England,202-7,178,24 runs,Kolkata,India,,,,,,9,2,0,0,0.0
T20WC-2026-30,2026,2026-02-16,Australia,Sri Lanka,Sri Lanka,181,184-2,8 wickets,Kandy,Sri Lanka,,,,,,9,1,9,1,80.0
T20WC-2026-31,2026,2026-02-17,Canada,New Zealand,New Zealand,173-4,176-2,8 wickets,Chennai,India,,,,,,1,0,9,0,0.0
T20WC-2026-32,2026,2026-02-17,Ireland,Zimbabwe,no result,,,-,Kandy,Sri Lanka,,,,,,8,0,6,0,50.0
T20WC-2026-33,2026,2026-02-17,Scotland,Nepal,Nepal,170-7,171-3,7 wickets,Mumbai,India,,,,,,6,0,2,0,0.0
T20WC-2026-34,2026,2026-02-18,UAE,South Africa,South Africa,122-6,123-4,6 wickets,Delhi,India,,,,,,2,0,9,0,0.0
T20WC-2026-35,2026,2026-02-18,Namibia,Pakistan,Pakistan,97,199-3,102 runs,Colombo,Sri Lanka,,,,,,3,0,9,1,0.0
T20WC-2026-36,2026,2026-02-18,India,Netherlands,India,193-6,176,17 runs,Ahmedabad,India,,,,,,9,2,6,0,100.0
T20WC-2026-37,2026,2026-02-19,Italy,West Indies,West Indies,123,165-6,42 runs,Kolkata,India,,,,,,0,0,9,2,0.0
T20WC-2026-38,2026,2026-02-19,Sri Lanka,Zimbabwe,Zimbabwe,178-7,182-4,6 wickets,Colombo,Sri Lanka,,,,,,9,1,6,0,100.0
T20WC-2026-39,2026,2026-02-19,Afghanistan,Canada,Afghanistan,200-4,118-8,82 runs,Delhi,India,,,,,,7,0,1,0,0.0
T20WC-2026-40,2026,2026-02-20,Oman,Australia,Australia,104,108-1,9 wickets,Kandy,Sri Lanka,,,,,,3,0,9,1,0.0
T20WC-2026-41,2026,2026-02-21,New Zealand,Pakistan,no result,,,-,Colombo,Sri Lanka,,,,,,9,0,9,1,28.57
T20WC-2026-42,2026,2026-02-22,England,Sri Lanka,England,146-9,95,51 runs,Kandy,Sri Lanka,,,,,,9,2,9,1,83.33
T20WC-2026-43,2026,2026-02-22,South Africa,India,South Africa,187-7,111,76 runs,Ahmedabad,India,,,,,,9,0,9,2,28.57
T20WC-2026-44,2026,2026-02-23,West Indies,Zimbabwe,West Indies,254-6,147,107 runs,Mumbai,India,,,,,,9,2,6,0,100.0
T20WC-2026-45,2026,2026-02-24,Pakistan,England,England,164-9,166-8,2 wickets,Kandy,Sri Lanka,,,,,,9,1,9,2,0.0
T20WC-2026-46,2026,2026-02-25,New Zealand,Sri Lanka,New Zealand,168-7,107-8,61 runs,Colombo,Sri Lanka,,,,,,9,0,9,1,40.0
T20WC-2026-47,2026,2026-02-26,West Indies,South Africa,South Africa,176-8,177-1,9 wickets,Ahmedabad,India,,,,,,9,2,9,0,20.0
T20WC-2026-48,2026,2026-02-26,India,Zimbabwe,India,256-4,184-6,72 runs,Chennai,India,,,,,,9,2,6,0,100.0
T20WC-2026-49,2026,2026-02-27,New Zealand,England,England,160,161-6,4 wickets,Colombo,Sri Lanka,,,,,,9,0,9,2,42.86
T20WC-2026-50,2026,2026-02-28,Pakistan,Sri Lanka,Pakistan,212-8,207,5 runs,Kandy,Sri Lanka,,,,,,9,1,9,1,50.0
T20WC-2026-51,2026,2026-03-01,Zimbabwe,South Africa,South Africa,153-7,154-5,5 wickets,Delhi,India,,,,,,6,0,9,0,0.0
T20WC-2026-52,2026,2026-03-01,West Indies,India,India,195-4,199-5,5 wickets,Kolkata,India,,,,,,9,2,9,2,75.0
T20WC-2026-53,2026,2026-03-04,South Africa,New Zealand,New Zealand,169-8,173-1,9 wickets,Kolkata,India,,,,,,9,0,9,0,100.0
T20WC-2026-54,2026,2026-03-05,India,England,India,253-7,246-7,7 runs,Mumbai,India,,,,,,9,2,9,2,60.0
T20WC-2026-55,2026,2026-03-08,India,New Zealand,India,255-5,159,96 runs,Ahmedabad,India,,,,,,9,2,9,0,0.0
