match_id,year,match_date,team1,team2,winner,team1_score,team2_score,margin,ground,host_country,match_no,team1_avg_batting_ranking,team2_avg_batting_ranking,team1_avg_bowling_ranking,team2_avg_bowling_ranking,team1_total_wcs_participated,team1_total_wcs_won,team2_total_wcs_participated,team2_total_wcs_won,team1_win_pct_over_team2
T20WC-2007-1,2007,2007-09-11,South Africa,West Indies,South Africa,208-2 (17.4),205-6 (20),8 wickets,Johannesburg,South Africa,T20I # 20,71.67,65.87,80.33,70.67,0,0,0,0,0.0
T20WC-2007-2,2007,2007-09-12,Australia,Zimbabwe,Zimbabwe,138-9 (20),139-5 (19.5),5 wickets,Cape Town,South Africa,T20I # 23,66.15,92.8,62.0,93.0,0,0,0,0,0.0
T20WC-2007-3,2007,2007-09-12,Pakistan,Scotland,Pakistan,171-9 (20),120 (19.5),51 runs,Durban,South Africa,T20I # 22,68.8,101.0,77.07,101.0,0,0,0,0,0.0
T20WC-2007-4,2007,2007-09-12,Kenya,New Zealand,New Zealand,73 (16.5),74-1 (7.4),9 wickets,Durban,South Africa,T20I # 21,86.4,71.53,84.73,82.4,0,0,0,0,0.0
T20WC-2007-5,2007,2007-09-13,Bangladesh,West Indies,Bangladesh,165-4 (18),164-8 (20),6 wickets,Johannesburg,South Africa,T20I # 24,74.53,69.13,75.87,68.4,0,0,0,0,0.0
T20WC-2007-6,2007,2007-09-13,England,Zimbabwe,England,188-9 (20),138-7 (20),50 runs,Cape Town,South Africa,T20I # 25,73.53,84.53,76.07,82.8,0,0,0,0,0.0
T20WC-2007-7,2007,2007-09-13,India,Scotland,no result,,,-,Durban,South Africa,T20I # 26,94.93,95.33,97.8,95.6,0,0,0,0,0.0
T20WC-2007-8,2007,2007-09-14,Kenya,Sri Lanka,Sri Lanka,88 (19.3),260-6 (20),172 runs,Johannesburg,South Africa,T20I # 27,89.13,83.8,88.73,81.6,0,0,0,0,0.0
T20WC-2007-9,2007,2007-09-14,Australia,England,Australia,136-2 (14.5),135 (20),8 wickets,Cape Town,South Africa,T20I # 28,64.62,72.6,61.54,69.73,0,0,0,0,50.0
T20WC-2007-10,2007,2007-09-14,India,Pakistan,tied,141-9 (20),141-7 (20),-,Durban,South Africa,T20I # 29,95.13,67.0,97.4,73.27,0,0,0,0,0.0
T20WC-2007-11,2007,2007-09-15,New Zealand,Sri Lanka,Sri Lanka,164-7 (20),168-3 (18.5),7 wickets,Johannesburg,South Africa,T20I # 30,75.4,74.27,82.73,77.07,0,0,0,0,50.0
T20WC-2007-12,2007,2007-09-15,South Africa,Bangladesh,South Africa,146-3 (18.5),144 (19.3),7 wickets,Cape Town,South Africa,T20I # 31,72.07,73.2,81.0,72.4,0,0,0,0,0.0
T20WC-2007-13,2007,2007-09-16,India,New Zealand,New Zealand,180-9 (20),190 (20),10 runs,Johannesburg,South Africa,T20I # 32,87.0,70.33,90.2,75.2,0,0,0,0,0.0
T20WC-2007-14,2007,2007-09-16,South Africa,England,South Africa,154-8 (20),135-7 (20),19 runs,Cape Town,South Africa,T20I # 34,71.67,70.07,75.4,69.8,0,0,0,0,0.0
T20WC-2007-15,2007,2007-09-16,Australia,Bangladesh,Australia,124-1 (13.5),123-8 (20),9 wickets,Cape Town,South Africa,T20I # 33,65.46,72.47,60.08,71.4,0,0,0,0,0.0
T20WC-2007-16,2007,2007-09-17,Pakistan,Sri Lanka,Pakistan,189-6 (20),156-9 (20),33 runs,Johannesburg,South Africa,T20I # 35,70.07,74.13,74.07,74.87,0,0,0,0,0.0
T20WC-2007-17,2007,2007-09-18,England,New Zealand,New Zealand,159-8 (20),164-9 (20),5 runs,Durban,South Africa,T20I # 36,69.53,66.4,69.2,72.33,0,0,0,0,0.0
T20WC-2007-18,2007,2007-09-18,Australia,Pakistan,Pakistan,164-7 (20),165-4 (19.1),6 wickets,Johannesburg,South Africa,T20I # 37,66.85,69.27,59.15,69.07,0,0,0,0,0.0
T20WC-2007-19,2007,2007-09-18,Bangladesh,Sri Lanka,Sri Lanka,83 (15.5),147-5 (20),64 runs,Johannesburg,South Africa,T20I # 38,73.53,72.4,72.33,72.13,0,0,0,0,0.0
T20WC-2007-20,2007,2007-09-19,South Africa,New Zealand,South Africa,158-4 (19.1),153-8 (20),6 wickets,Durban,South Africa,T20I # 39,70.8,65.73,74.93,69.6,0,0,0,0,0.0
T20WC-2007-21,2007,2007-09-19,England,India,India,200-6 (20),218-4 (20),18 runs,Durban,South Africa,T20I # 40,65.87,81.53,73.27,88.8,0,0,0,0,50.0
T20WC-2007-22,2007,2007-09-20,South Africa,India,India,116-9 (20),153-5 (20),37 runs,Durban,South Africa,T20I # 43,69.53,75.67,76.93,86.33,0,0,0,0,0.0
T20WC-2007-23,2007,2007-09-20,Australia,Sri Lanka,Australia,102-0 (10.2),101 (19.3),10 wickets,Cape Town,South Africa,T20I # 41,67.38,72.07,59.54,73.53,0,0,0,0,0.0
T20WC-2007-24,2007,2007-09-20,Bangladesh,Pakistan,Pakistan,140 (19.4),141-6 (19),4 wickets,Cape Town,South Africa,T20I # 42,75.53,69.67,70.6,68.33,0,0,0,0,0.0
T20WC-2007-25,2007,2007-09-22,New Zealand,Pakistan,Pakistan,143-8 (20),147-4 (18.5),6 wickets,Cape Town,South Africa,T20I # 44,66.07,67.2,68.6,66.6,0,0,0,0,0.0
T20WC-2007-26,2007,2007-09-22,Australia,India,India,173-7 (20),188-5 (20),15 runs,Durban,South Africa,T20I # 45,66.54,70.2,58.77,82.4,0,0,0,0,0.0
T20WC-2007-27,2007,2007-09-24,India,Pakistan,India,157-5 (20),152 (19.3),5 runs,Johannesburg,South Africa,T20I # 46,67.13,65.87,80.67,63.4,0,0,0,0,100.0
T20WC-2009-28,2009,2009-06-05,England,Netherlands,Netherlands,162-5 (20),163-6 (20),4 wickets,Lord's,England,T20I # 90,79.67,94.6,72.67,93.0,1,0,1,0,0.0
T20WC-2009-29,2009,2009-06-06,Bangladesh,India,India,180-5 (20),155-8 (20),25 runs,Nottingham,England,T20I # 93,93.8,70.93,82.2,77.4,1,0,1,1,0.0
T20WC-2009-30,2009,2009-06-06,Australia,West Indies,West Indies,169-7 (20),172-3 (15.5),7 wickets,The Oval,England,T20I # 92,74.73,79.33,65.4,79.93,1,0,1,0,0.0
T20WC-2009-31,2009,2009-06-06,New Zealand,Scotland,New Zealand,90-3 (6),89-4 (7),7 wickets,The Oval,England,T20I # 91,73.53,92.67,77.0,94.6,1,0,1,0,0.0
T20WC-2009-32,2009,2009-06-07,Scotland,South Africa,South Africa,81 (15.4),211-5 (20),130 runs,The Oval,England,T20I # 94,90.13,75.2,94.73,77.07,1,0,1,0,0.0
T20WC-2009-33,2009,2009-06-07,England,Pakistan,England,185-5 (20),137-7 (20),48 runs,The Oval,England,T20I # 95,76.6,77.47,72.2,74.73,1,0,1,0,0.0
T20WC-2009-34,2009,2009-06-08,Bangladesh,Ireland,Ireland,137-8 (20),138-4 (18.2),6 wickets,Nottingham,England,T20I # 96,94.0,101.0,80.53,98.27,1,0,0,0,0.0
T20WC-2009-35,2009,2009-06-08,Australia,Sri Lanka,Sri Lanka,159-9 (20),160-4 (19),6 wickets,Nottingham,England,T20I # 97,74.73,82.33,65.07,81.87,1,0,1,0,0.0
T20WC-2009-36,2009,2009-06-09,Netherlands,Pakistan,Pakistan,93 (17.3),175-5 (20),82 runs,Lord's,England,T20I # 98,89.4,77.87,90.67,73.93,0,0,1,0,0.0
T20WC-2009-37,2009,2009-06-09,New Zealand,South Africa,South Africa,127-5 (20),128-7 (20),1 run,Lord's,England,T20I # 99,75.13,72.8,80.47,76.0,1,0,1,0,33.3
T20WC-2009-38,2009,2009-06-10,Sri Lanka,West Indies,Sri Lanka,192-5 (20),177-5 (20),15 runs,Nottingham,England,T20I # 100,80.47,78.47,79.8,77.33,1,0,1,0,0.0
T20WC-2009-39,2009,2009-06-10,India,Ireland,India,113-2 (15.3),112-8 (18),8 wickets,Nottingham,England,T20I # 101,71.73,96.33,75.07,96.8,1,1,0,0,0.0
T20WC-2009-40,2009,2009-06-11,Ireland,New Zealand,New Zealand,115 (16.4),198-5 (20),83 runs,Nottingham,England,T20I # 102,96.8,76.07,96.13,78.47,0,0,1,0,0.0
T20WC-2009-41,2009,2009-06-11,England,South Africa,South Africa,111 (19.5),114-3 (18.2),7 wickets,Nottingham,England,T20I # 103,76.27,74.0,71.27,72.53,1,0,1,0,0.0
T20WC-2009-42,2009,2009-06-12,Pakistan,Sri Lanka,Sri Lanka,131-9 (20),150-7 (20),19 runs,Lord's,England,T20I # 104,77.0,81.33,73.4,79.4,1,0,1,0,66.6
T20WC-2009-43,2009,2009-06-12,India,West Indies,West Indies,153-7 (20),156-3 (18.4),7 wickets,Lord's,England,T20I # 105,72.33,73.27,75.47,76.47,1,1,1,0,0.0
T20WC-2009-44,2009,2009-06-13,South Africa,West Indies,South Africa,183-7 (20),163-9 (20),20 runs,The Oval,England,T20I # 106,72.0,70.8,70.4,72.47,1,0,1,0,66.6
T20WC-2009-45,2009,2009-06-13,New Zealand,Pakistan,Pakistan,99 (18.3),100-4 (13.1),6 wickets,The Oval,England,T20I # 107,73.47,77.6,75.87,72.93,1,0,1,0,0.0
T20WC-2009-46,2009,2009-06-14,Ireland,Sri Lanka,Sri Lanka,135-7 (20),144-9 (20),9 runs,Lord's,England,T20I # 108,96.87,81.2,92.8,79.2,0,0,1,0,0.0
T20WC-2009-47,2009,2009-06-14,England,India,England,153-7 (20),150-5 (20),3 runs,Lord's,England,T20I # 109,77.67,71.33,70.33,73.67,1,0,1,1,0.0
T20WC-2009-48,2009,2009-06-15,Ireland,Pakistan,Pakistan,120-9 (20),159-5 (20),39 runs,The Oval,England,T20I # 110,94.47,76.93,89.53,71.73,0,0,1,0,0.0
T20WC-2009-49,2009,2009-06-15,England,West Indies,West Indies,161-6 (20),82-5 (8.2),5 wickets,The Oval,England,T20I # 111,74.93,71.0,69.13,73.13,1,0,1,0,33.3
T20WC-2009-50,2009,2009-06-16,India,South Africa,South Africa,118-8 (20),130-5 (20),12 runs,Nottingham,England,T20I # 113,70.67,71.2,71.27,68.2,1,1,1,0,100.0
T20WC-2009-51,2009,2009-06-16,New Zealand,Sri Lanka,Sri Lanka,110 (17),158-5 (20),48 runs,Nottingham,England,T20I # 112,74.33,81.6,77.33,78.33,1,0,1,0,33.3
T20WC-2009-52,2009,2009-06-18,Pakistan,South Africa,Pakistan,149-4 (20),142-5 (20),7 runs,Nottingham,England,T20I # 114,76.33,70.93,69.4,66.73,1,0,1,0,0.0
T20WC-2009-53,2009,2009-06-19,Sri Lanka,West Indies,Sri Lanka,158-5 (20),101 (17.4),57 runs,The Oval,England,T20I # 115,80.2,72.2,77.27,70.8,1,0,1,0,0.0
T20WC-2009-54,2009,2009-06-21,Pakistan,Sri Lanka,Pakistan,139-2 (18.4),138-6 (20),8 wickets,Lord's,England,T20I # 116,75.2,80.67,67.67,75.07,1,0,1,0,66.6
T20WC-2010-55,2010,2010-04-30,West Indies,Ireland,West Indies,138-9 (20),68 (16.4),70 runs,Providence,West Indies,T20I # 152,83.67,91.13,75.6,85.6,2,0,1,0,0.0
T20WC-2010-56,2010,2010-04-30,New Zealand,Sri Lanka,New Zealand,139-8 (19.5),135-6 (20),2 wickets,Providence,West Indies,T20I # 151,68.6,77.73,66.0,76.07,2,0,2,0,50.0
T20WC-2010-57,2010,2010-05-01,Bangladesh,Pakistan,Pakistan,151-7 (20),172-3 (20),21 runs,Gros Islet,West Indies,T20I # 154,91.93,71.53,86.6,76.73,2,0,2,1,0.0
T20WC-2010-58,2010,2010-05-01,Afghanistan,India,India,115-8 (20),116-3 (14.5),7 wickets,Gros Islet,West Indies,T20I # 153,96.13,75.73,97.6,86.6,0,0,2,1,0.0
T20WC-2010-59,2010,2010-05-02,Australia,Pakistan,Australia,191 (20),157 (20),34 runs,Gros Islet,West Indies,T20I # 156,73.4,70.47,79.47,75.2,2,0,2,1,33.3
T20WC-2010-60,2010,2010-05-02,India,South Africa,India,186-5 (20),172-5 (20),14 runs,Gros Islet,West Indies,T20I # 155,76.07,66.6,85.0,74.47,2,1,2,0,66.6
T20WC-2010-61,2010,2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,173-7 (20),29-1 (5),14 runs,Providence,West Indies,T20I # 157,77.67,88.4,76.87,91.73,2,0,1,0,100.0
T20WC-2010-62,2010,2010-05-03,West Indies,England,West Indies,60-2 (5.5),191-5 (20),8 wickets,Providence,West Indies,T20I # 158,83.93,78.07,74.33,81.13,2,0,2,0,75.0
T20WC-2010-63,2010,2010-05-04,England,Ireland,no result,,,-,Providence,West Indies,T20I # 160,76.93,92.47,81.87,84.2,2,0,1,0,0.0
T20WC-2010-64,2010,2010-05-04,New Zealand,Zimbabwe,New Zealand,36-1 (8.1),84 (15.1),7 runs,Providence,West Indies,T20I # 159,69.07,89.0,65.33,90.07,2,0,1,0,0.0
T20WC-2010-65,2010,2010-05-05,Afghanistan,South Africa,South Africa,80 (16),139-7 (20),59 runs,Bridgetown,West Indies,T20I # 162,97.2,66.6,96.6,74.07,0,0,2,0,0.0
T20WC-2010-66,2010,2010-05-05,Australia,Bangladesh,Australia,141-7 (20),114 (18.4),27 runs,Bridgetown,West Indies,T20I # 161,72.27,89.2,78.07,87.07,2,0,2,0,100.0
T20WC-2010-67,2010,2010-05-06,New Zealand,South Africa,South Africa,157-7 (20),170-4 (20),13 runs,Bridgetown,West Indies,T20I # 164,69.87,66.47,65.13,72.93,2,0,2,0,25.0
T20WC-2010-68,2010,2010-05-06,England,Pakistan,England,151-4 (19.3),147-9 (20),6 wickets,Bridgetown,West Indies,T20I # 163,76.87,70.6,82.27,75.13,2,0,2,1,50.0
T20WC-2010-69,2010,2010-05-07,West Indies,Sri Lanka,Sri Lanka,138-8 (20),195-3 (20),57 runs,Bridgetown,West Indies,T20I # 166,83.8,77.27,73.27,77.27,2,0,2,0,0.0
T20WC-2010-70,2010,2010-05-07,Australia,India,Australia,184-5 (20),135 (17.4),49 runs,Bridgetown,West Indies,T20I # 165,72.47,73.47,76.73,84.8,2,0,2,1,33.3
T20WC-2010-71,2010,2010-05-08,New Zealand,Pakistan,New Zealand,133-7 (20),132-7 (20),1 run,Bridgetown,West Indies,T20I # 167,69.6,70.2,64.87,77.33,2,0,2,1,0.0
T20WC-2010-72,2010,2010-05-08,England,South Africa,England,168-7 (20),129 (19),39 runs,Bridgetown,West Indies,T20I # 168,74.73,66.27,81.87,71.4,2,0,2,0,25.0
T20WC-2010-73,2010,2010-05-09,West Indies,India,West Indies,169-6 (20),155-9 (20),14 runs,Bridgetown,West Indies,T20I # 169,83.07,73.0,73.27,83.93,2,0,2,1,100.0
T20WC-2010-74,2010,2010-05-09,Australia,Sri Lanka,Australia,168-5 (20),87 (16.2),81 runs,Bridgetown,West Indies,T20I # 170,71.93,77.6,76.2,76.6,2,0,2,0,50.0
T20WC-2010-75,2010,2010-05-10,Pakistan,South Africa,Pakistan,148-7 (20),137-7 (20),11 runs,Gros Islet,West Indies,T20I # 171,69.73,67.27,77.13,70.2,2,1,2,0,50.0
T20WC-2010-76,2010,2010-05-10,England,New Zealand,England,153-7 (19.1),149-6 (20),3 wickets,Gros Islet,West Indies,T20I # 172,73.53,70.2,79.47,64.13,2,0,2,0,75.0
T20WC-2010-77,2010,2010-05-11,India,Sri Lanka,Sri Lanka,163-5 (20),167-5 (20),5 wickets,Gros Islet,West Indies,T20I # 173,72.6,77.53,82.73,76.93,2,1,2,0,66.6
T20WC-2010-78,2010,2010-05-11,West Indies,Australia,Australia,105 (19),109-4 (16.2),6 wickets,Gros Islet,West Indies,T20I # 174,82.07,71.27,72.33,75.73,2,0,2,0,50.0
T20WC-2010-79,2010,2010-05-13,England,Sri Lanka,England,132-3 (16),128-6 (20),7 wickets,Gros Islet,West Indies,T20I # 175,72.33,76.67,76.8,76.93,2,0,2,0,0.0
T20WC-2010-80,2010,2010-05-14,Australia,Pakistan,Australia,197-7 (19.5),191-6 (20),3 wickets,Gros Islet,West Indies,T20I # 176,71.27,68.53,74.47,76.33,2,0,2,1,33.3
T20WC-2010-81,2010,2010-05-16,Australia,England,England,147-6 (20),148-3 (17),7 wickets,Bridgetown,West Indies,T20I # 177,70.73,70.4,74.0,75.2,2,0,2,0,50.0
T20WC-2012-82,2012,2012-09-18,Sri Lanka,Zimbabwe,Sri Lanka,182-4 (20),100 (17.3),82 runs,Hambantota,Sri Lanka,T20I # 263,84.13,86.07,75.33,86.27,3,0,2,0,100.0
T20WC-2012-83,2012,2012-09-19,Australia,Ireland,Australia,125-3 (15.1),123-7 (20),7 wickets,Colombo (RPS),Sri Lanka,T20I # 264,73.47,87.8,87.4,79.0,3,0,2,0,0.0
T20WC-2012-84,2012,2012-09-19,Afghanistan,India,India,136 (19.3),159-5 (20),23 runs,Colombo (RPS),Sri Lanka,T20I # 265,95.87,65.73,97.87,85.2,1,0,3,1,0.0
T20WC-2012-85,2012,2012-09-20,South Africa,Zimbabwe,South Africa,94-0 (12.4),93-8 (20),10 wickets,Hambantota,Sri Lanka,T20I # 266,78.33,86.2,71.4,85.93,3,0,2,0,100.0
T20WC-2012-86,2012,2012-09-21,Bangladesh,New Zealand,New Zealand,132-8 (20),191-3 (20),59 runs,Pallekele,Sri Lanka,T20I # 267,91.0,73.47,83.27,72.8,3,0,3,0,0.0
T20WC-2012-87,2012,2012-09-21,Afghanistan,England,England,80 (17.2),196-5 (20),116 runs,Colombo (RPS),Sri Lanka,T20I # 268,95.0,78.73,97.67,74.6,1,0,3,1,0.0
T20WC-2012-88,2012,2012-09-22,Sri Lanka,South Africa,South Africa,46-5 (7),78-4 (7),32 runs,Hambantota,Sri Lanka,T20I # 269,84.13,77.93,74.87,69.27,3,0,3,0,0.0
T20WC-2012-89,2012,2012-09-22,Australia,West Indies,Australia,100-1 (9.1),191-8 (20),17 runs,Colombo (RPS),Sri Lanka,T20I # 270,73.8,71.93,85.07,80.47,3,0,3,0,57.14
T20WC-2012-90,2012,2012-09-23,New Zealand,Pakistan,Pakistan,164-9 (20),177-6 (20),13 runs,Pallekele,Sri Lanka,T20I # 271,74.07,72.4,71.53,67.13,3,0,3,1,37.5
T20WC-2012-91,2012,2012-09-23,England,India,India,80 (14.4),170-4 (20),90 runs,Colombo (RPS),Sri Lanka,T20I # 272,77.33,65.67,73.13,84.27,3,1,3,1,75.0
T20WC-2012-92,2012,2012-09-24,Ireland,West Indies,no result,,,-,Colombo (RPS),Sri Lanka,T20I # 273,87.87,71.8,79.73,81.0,2,0,3,0,0.0
T20WC-2012-93,2012,2012-09-25,Bangladesh,Pakistan,Pakistan,175-6 (20),178-2 (18.4),8 wickets,Pallekele,Sri Lanka,T20I # 274,91.2,68.47,83.13,67.2,3,0,3,1,0.0
T20WC-2012-94,2012,2012-09-27,England,West Indies,West Indies,164-4 (20),179-5 (20),15 runs,Pallekele,Sri Lanka,T20I # 276,79.47,73.33,73.2,78.87,3,1,3,0,37.5
T20WC-2012-95,2012,2012-09-27,Sri Lanka,New Zealand,tied,174-6 (20),174-7 (20),-,Pallekele,Sri Lanka,T20I # 275,84.47,73.6,75.67,71.6,3,0,3,0,50.0
T20WC-2012-96,2012,2012-09-28,Australia,India,Australia,141-1 (14.5),140-7 (20),9 wickets,Colombo (RPS),Sri Lanka,T20I # 278,74.4,65.53,84.13,83.67,3,0,3,1,50.0
T20WC-2012-97,2012,2012-09-28,Pakistan,South Africa,Pakistan,136-8 (19.4),133-6 (20),2 wickets,Colombo (RPS),Sri Lanka,T20I # 277,67.0,79.0,66.13,70.0,3,1,3,0,40.0
T20WC-2012-98,2012,2012-09-29,England,New Zealand,England,149-4 (18.5),148-6 (20),6 wickets,Pallekele,Sri Lanka,T20I # 279,78.6,72.87,72.4,71.6,3,1,3,0,80.0
T20WC-2012-99,2012,2012-09-29,Sri Lanka,West Indies,Sri Lanka,130-1 (15.2),129-5 (20),9 wickets,Pallekele,Sri Lanka,T20I # 280,84.8,71.6,75.47,78.4,3,0,3,0,100.0
T20WC-2012-100,2012,2012-09-30,India,Pakistan,India,129-2 (17),128 (19.4),8 wickets,Colombo (RPS),Sri Lanka,T20I # 282,65.73,67.8,83.2,66.0,3,1,3,1,50.0
T20WC-2012-101,2012,2012-09-30,Australia,South Africa,Australia,147-2 (17.4),146-5 (20),8 wickets,Colombo (RPS),Sri Lanka,T20I # 281,74.33,79.27,81.0,68.87,3,0,3,0,50.0
T20WC-2012-102,2012,2012-10-01,New Zealand,West Indies,tied,,,-,Pallekele,Sri Lanka,T20I # 283,72.27,70.67,72.07,81.4,3,0,3,0,20.0
T20WC-2012-103,2012,2012-10-01,Sri Lanka,England,Sri Lanka,169-6 (20),150-9 (20),19 runs,Pallekele,Sri Lanka,T20I # 284,84.8,81.67,75.47,72.0,3,0,3,1,100.0
T20WC-2012-104,2012,2012-10-02,Australia,Pakistan,Pakistan,117-7 (20),149-6 (20),32 runs,Colombo (RPS),Sri Lanka,T20I # 285,74.8,68.27,79.8,68.53,3,0,3,1,40.0
T20WC-2012-105,2012,2012-10-02,India,South Africa,India,152-6 (20),151 (19.5),1 run,Colombo (RPS),Sri Lanka,T20I # 286,64.47,79.6,80.93,68.73,3,1,3,0,66.6
T20WC-2012-106,2012,2012-10-04,Sri Lanka,Pakistan,Sri Lanka,139-4 (20),123-7 (20),16 runs,Colombo (RPS),Sri Lanka,T20I # 287,83.73,66.6,75.13,66.0,3,0,3,1,33.3
T20WC-2012-107,2012,2012-10-05,Australia,West Indies,West Indies,131 (16.4),205-4 (20),74 runs,Colombo (RPS),Sri Lanka,T20I # 288,74.4,70.0,75.73,78.53,3,0,3,0,57.14
T20WC-2012-108,2012,2012-10-07,Sri Lanka,West Indies,West Indies,101 (18.4),137-6 (20),36 runs,Colombo (RPS),Sri Lanka,T20I # 289,82.73,68.87,74.33,74.2,3,0,3,0,100.0
T20WC-2014-109,2014,2014-03-16,Hong Kong,Nepal,Nepal,69 (17),149-8 (20),80 runs,Chattogram,Bangladesh,T20I # 367,101.0,101.0,101.0,101.0,0,0,0,0,0.0
T20WC-2014-110,2014,2014-03-16,Bangladesh,Afghanistan,Bangladesh,78-1 (12),72 (17.1),9 wickets,Mirpur,Bangladesh,T20I # 366,83.47,91.8,85.33,95.6,4,0,2,0,0.0
T20WC-2014-111,2014,2014-03-17,Netherlands,UAE,Netherlands,152-4 (18.5),151 (19.5),6 wickets,Sylhet,Bangladesh,T20I # 369,91.33,101.0,84.13,101.0,1,0,0,0,0.0
T20WC-2014-112,2014,2014-03-17,Ireland,Zimbabwe,Ireland,164-7 (20),163-5 (20),3 wickets,Sylhet,Bangladesh,T20I # 368,86.33,85.47,80.67,93.4,3,0,3,0,100.0
T20WC-2014-113,2014,2014-03-18,Afghanistan,Hong Kong,Afghanistan,154-3 (18),153-8 (20),7 wickets,Chattogram,Bangladesh,T20I # 370,92.07,101.0,95.67,101.0,2,0,0,0,0.0
T20WC-2014-114,2014,2014-03-18,Bangladesh,Nepal,Bangladesh,132-2 (15.3),126-5 (20),8 wickets,Chattogram,Bangladesh,T20I # 371,83.4,101.0,84.8,101.0,4,0,0,0,0.0
T20WC-2014-115,2014,2014-03-19,Netherlands,Zimbabwe,Zimbabwe,140-5 (20),146-5 (20),5 wickets,Sylhet,Bangladesh,T20I # 372,89.0,84.53,83.8,93.67,1,0,3,0,0.0
T20WC-2014-116,2014,2014-03-19,Ireland,UAE,Ireland,103-3 (14.2),123-6 (20),21 runs,Sylhet,Bangladesh,T20I # 373,85.6,101.0,80.4,101.0,3,0,0,0,0.0
T20WC-2014-117,2014,2014-03-20,Bangladesh,Hong Kong,Hong Kong,108 (16.3),114-8 (19.4),2 wickets,Chattogram,Bangladesh,T20I # 375,83.27,101.0,84.93,101.0,4,0,0,0,0.0
T20WC-2014-118,2014,2014-03-20,Afghanistan,Nepal,Nepal,132-8 (20),141-5 (20),9 runs,Chattogram,Bangladesh,T20I # 374,92.47,99.27,96.2,101.0,2,0,0,0,0.0
T20WC-2014-119,2014,2014-03-21,Ireland,Netherlands,Netherlands,189-4 (20),193-4 (13.5),6 wickets,Sylhet,Bangladesh,T20I # 377,85.8,88.27,79.8,82.47,3,0,1,0,66.6
T20WC-2014-120,2014,2014-03-21,India,Pakistan,India,131-3 (18.3),130-7 (20),7 wickets,Mirpur,Bangladesh,T20I # 378,70.93,72.13,87.4,72.33,4,1,4,1,60.0
T20WC-2014-121,2014,2014-03-21,UAE,Zimbabwe,Zimbabwe,116-9 (20),118-5(13.4),5 wickets,Sylhet,Bangladesh,T20I # 376,101.0,83.47,101.0,93.73,0,0,3,0,0.0
T20WC-2014-122,2014,2014-03-22,South Africa,Sri Lanka,Sri Lanka,160-8 (20),165-7 (20),5 runs,Chattogram,Bangladesh,T20I # 379,84.07,76.93,75.6,68.27,4,0,4,0,75.0
T20WC-2014-123,2014,2014-03-22,England,New Zealand,New Zealand,172-6 (20),52-1 (5.2),9 runs,Chattogram,Bangladesh,T20I # 380,77.4,79.87,80.87,83.07,4,1,4,0,63.63
T20WC-2014-124,2014,2014-03-23,Australia,Pakistan,Pakistan,175 (20),191-5 (20),16 runs,Mirpur,Bangladesh,T20I # 381,71.67,72.2,80.67,72.27,4,0,4,1,36.36
T20WC-2014-125,2014,2014-03-23,India,West Indies,India,130-3 (19.4),129-7 (20),7 wickets,Mirpur,Bangladesh,T20I # 382,69.47,72.73,86.67,70.33,4,1,4,1,33.3
T20WC-2014-126,2014,2014-03-24,New Zealand,South Africa,South Africa,168-8 (20),170-6 (20),2 runs,Chattogram,Bangladesh,T20I # 383,79.8,83.6,80.87,75.07,4,0,4,0,27.27
T20WC-2014-127,2014,2014-03-24,Netherlands,Sri Lanka,Sri Lanka,39 (10.3),40-1 (5),9 wickets,Chattogram,Bangladesh,T20I # 384,85.93,76.4,81.4,68.07,1,0,4,0,0.0
T20WC-2014-128,2014,2014-03-25,Bangladesh,West Indies,West Indies,98 (19.1),171-7 (20),73 runs,Mirpur,Bangladesh,T20I # 385,83.27,72.8,85.07,69.4,4,0,4,1,50.0
T20WC-2014-129,2014,2014-03-27,Netherlands,South Africa,South Africa,139 (18.4),145-9 (20),6 runs,Chattogram,Bangladesh,T20I # 386,87.0,83.33,81.8,74.33,1,0,4,0,0.0
T20WC-2014-130,2014,2014-03-27,England,Sri Lanka,England,190-4 (19.2),189-4 (20),6 wickets,Chattogram,Bangladesh,T20I # 387,77.27,76.73,81.53,68.4,4,1,4,0,25.0
T20WC-2014-131,2014,2014-03-28,Australia,West Indies,West Indies,178-8 (20),179-4 (19.4),6 wickets,Mirpur,Bangladesh,T20I # 388,70.53,72.07,83.2,68.07,4,0,4,1,50.0
T20WC-2014-132,2014,2014-03-28,Bangladesh,India,India,138-7 (20),141-2 (18.3),8 wickets,Mirpur,Bangladesh,T20I # 389,83.93,70.07,84.0,85.4,4,0,4,1,0.0
T20WC-2014-133,2014,2014-03-29,Netherlands,New Zealand,New Zealand,151-4 (20),152-4 (19),6 wickets,Chattogram,Bangladesh,T20I # 390,86.47,79.27,81.6,79.4,1,0,4,0,0.0
