stat,stat_label,rank,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100s,50s,Ducks,4s,6s,Balls,Overs,Mdns,Wkts,BBI,Econ,4w,5w,Team,Opposition,Ground,Match Date,Match ID,10w,Series
most_five_wicket_hauls,Most Five-Wicket Hauls (career),12,MR Marsh (AUS),2015-2023,13.0,8.0,,165,,23.57,,22.28,,,,,,156.0,26.0,0.0,7.0,5/33,6.34,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),13,ST Finn (ENG),2015-2015,4.0,4.0,,200,,25.0,,21.75,,,,,,174.0,29.0,3.0,8.0,5/71,6.89,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),14,AG Hurst (AUS),1979-1979,3.0,3.0,,119,,17.0,,27.42,,,,,,192.0,32.0,6.0,7.0,5/21,3.71,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),15,RR Singh (IND),1999-1999,6.0,6.0,,153,,19.12,,24.37,,,,,,195.0,32.3,1.0,8.0,5/31,4.7,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),16,SF Dukanwala (UAE),1996-1996,5.0,4.0,,153,,25.5,,33.0,,,,,,198.0,33.0,1.0,6.0,5/29,4.63,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),17,JP Behrendorff (AUS),2019-2019,5.0,5.0,,227,,25.22,,29.44,,,,,,265.0,44.1,2.0,9.0,5/44,5.13,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),18,KH MacLeay (AUS),1983-1983,4.0,4.0,,163,,20.37,,33.62,,,,,,269.0,44.5,6.0,8.0,6/39,3.63,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),19,RJ van Vuuren (NAM),2003-2003,5.0,5.0,,298,,37.25,,37.5,,,,,,300.0,50.0,5.0,8.0,5/43,5.96,0.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),20,A Nel (SA),2007-2007,6.0,6.0,,217,,18.08,,26.16,,,,,,314.0,52.2,6.0,12.0,5/45,4.14,0.0,1.0,,,,,,0.0,
most_wickets_series,Most Wickets (single series/edition),1,MA Starc (AUS),,10.0,10.0,,502,,18.59,,20.51,,,,,,554.0,92.2,5.0,27.0,5/26,5.43,2.0,2.0,,,,,,0.0,"ICC Cricket World Cup (England), 2019"
most_wickets_series,Most Wickets (single series/edition),2,GD McGrath (AUS),,11.0,11.0,,357,,13.73,,18.65,,,,,,485.0,80.5,5.0,26.0,3/14,4.41,0.0,0.0,,,,,,0.0,"ICC World Cup (West Indies), 2006/07"
most_wickets_series,Most Wickets (single series/edition),3,Mohammed Shami (IND),,7.0,7.0,,257,,10.7,,12.2,,,,,,293.0,48.5,4.0,24.0,7/57,5.26,1.0,3.0,,,,,,0.0,"ICC Cricket World Cup (India), 2023/24"
most_wickets_series,Most Wickets (single series/edition),4,WPUJC Vaas (SL),,10.0,10.0,,331,,14.39,,22.95,,,,,,528.0,88.0,14.0,23.0,6/25,3.76,1.0,1.0,,,,,,0.0,"ICC World Cup (Kenya/South Africa/Zimbabwe), 2002/03"
most_wickets_series,Most Wickets (single series/edition),5,M Muralidaran (SL),,10.0,10.0,,351,,15.26,,22.08,,,,,,508.0,84.4,1.0,23.0,4/19,4.14,2.0,0.0,,,,,,0.0,"ICC World Cup (West Indies), 2006/07"
most_wickets_series,Most Wickets (single series/edition),6,SW Tait (AUS),,11.0,11.0,,467,,20.3,,22.04,,,,,,507.0,84.3,1.0,23.0,4/39,5.52,1.0,0.0,,,,,,0.0,"ICC World Cup (West Indies), 2006/07"
most_wickets_series,Most Wickets (single series/edition),7,A Zampa (AUS),,11.0,11.0,,515,,22.39,,25.04,,,,,,576.0,96.0,1.0,23.0,4/8,5.36,3.0,0.0,,,,,,0.0,"ICC Cricket World Cup (in India), 2023/24"
most_wickets_series,Most Wickets (single series/edition),8,MA Starc (AUS),,8.0,8.0,,224,,10.18,,17.4,,,,,,383.0,63.5,3.0,22.0,6/28,3.5,1.0,1.0,,,,,,0.0,"ICC Cricket World Cup (Australia/New Zealand), 2014/15"
most_wickets_series,Most Wickets (single series/edition),9,TA Boult (NZ),,9.0,9.0,,371,,16.86,,23.18,,,,,,510.0,85.0,14.0,22.0,5/27,4.36,1.0,1.0,,,,,,0.0,"ICC Cricket World Cup (Australia/New Zealand), 2014/15"
most_wickets_series,Most Wickets (single series/edition),10,B Lee (AUS),,10.0,10.0,,394,,17.9,,22.68,,,,,,499.0,83.1,9.0,22.0,5/42,4.73,0.0,1.0,,,,,,0.0,"ICC World Cup (Kenya/South Africa/Zimbabwe), 2002/03"
most_wickets_series,Most Wickets (single series/edition),11,Shahid Afridi (PAK),,8.0,8.0,,270,,12.85,,21.28,,,,,,447.0,74.3,4.0,21.0,5/16,3.62,2.0,2.0,,,,,,0.0,"ICC Cricket World Cup (Bangladesh/India/Sri Lanka), 2010/11"
most_wickets_series,Most Wickets (single series/edition),12,GD McGrath (AUS),,11.0,11.0,,310,,14.76,,24.85,,,,,,522.0,87.0,18.0,21.0,7/15,3.56,0.0,1.0,,,,,,0.0,"ICC World Cup (Kenya/South Africa/Zimbabwe), 2002/03"
most_wickets_series,Most Wickets (single series/edition),13,GB Hogg (AUS),,11.0,11.0,,332,,15.8,,23.66,,,,,,497.0,82.5,6.0,21.0,4/27,4.0,2.0,0.0,,,,,,0.0,"ICC World Cup (West Indies), 2006/07"
most_wickets_series,Most Wickets (single series/edition),14,Z Khan (IND),,9.0,9.0,,394,,18.76,,23.28,,,,,,489.0,81.3,4.0,21.0,3/20,4.83,0.0,0.0,,,,,,0.0,"ICC Cricket World Cup (Bangladesh/India/Sri Lanka), 2010/11"
most_wickets_series,Most Wickets (single series/edition),15,LH Ferguson (NZ),,9.0,9.0,,409,,19.47,,23.9,,,,,,502.0,83.4,3.0,21.0,4/37,4.88,1.0,0.0,,,,,,0.0,"ICC Cricket World Cup (England), 2019"
most_wickets_series,Most Wickets (single series/edition),16,D Madushanka (SL),,9.0,9.0,,525,,25.0,,22.38,,,,,,470.0,78.2,4.0,21.0,5/80,6.7,1.0,1.0,,,,,,0.0,"ICC Cricket World Cup (India), 2023/24"
most_wickets_series,Most Wickets (single series/edition),17,GI Allott (NZ),,9.0,9.0,,325,,16.25,,26.3,,,,,,526.0,87.4,7.0,20.0,4/37,3.7,2.0,0.0,,,,,,0.0,"ICC World Cup (England/Ireland/Netherlands/Scotland), 1999"
