stat,stat_label,rank,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100s,50s,Ducks,4s,6s,Balls,Overs,Mdns,Wkts,BBI,Econ,4w,5w,Team,Opposition,Ground,Match Date,Match ID,10w,Series
most_five_wicket_hauls,Most Five-Wicket Hauls (career),11,Mustafizur Rahman (BAN),2016-2024,22.0,22.0,,562,,20.07,,17.57,,,,,,492.0,82.0,2.0,28.0,5/22,6.85,1.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),12,Umar Gul (PAK),2007-2014,24.0,24.0,,604,,17.25,,14.17,,,,,,496.0,82.4,0.0,35.0,5/6,7.3,1.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),13,A Zampa (AUS),2016-2026,25.0,25.0,,609,,13.84,,12.72,,,,,,560.0,93.2,0.0,44.0,5/19,6.52,3.0,1.0,,,,,,0.0,
most_five_wicket_hauls,Most Five-Wicket Hauls (career),14,SL Malinga (SL),2007-2014,31.0,31.0,,763,,20.07,,16.21,,,,,,616.0,102.4,0.0,38.0,5/31,7.43,0.0,1.0,,,,,,0.0,
most_wickets_series,Most Wickets (single series/edition),1,Fazalhaq Farooqi (AFG),,8.0,8.0,,160,,9.41,,8.94,,,,,,152.0,25.2,0.0,17.0,5/9,6.31,1.0,1.0,,,,,,0.0,"ICC Men's T20 World Cup (in United States of America/West Indies), 2024"
most_wickets_series,Most Wickets (single series/edition),2,Arshdeep Singh (IND),,8.0,8.0,,215,,12.64,,10.58,,,,,,180.0,30.0,0.0,17.0,4/9,7.16,1.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in United States of America/West Indies), 2024"
most_wickets_series,Most Wickets (single series/edition),3,PW Hasaranga (SL),,8.0,8.0,,156,,9.75,,11.25,,,,,,180.0,30.0,0.0,16.0,3/9,5.2,0.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in Oman/United Arab Emirates), 2021/22"
most_wickets_series,Most Wickets (single series/edition),4,JJ Bumrah (IND),,8.0,8.0,,124,,8.26,,11.86,,,,,,178.0,29.4,2.0,15.0,3/7,4.17,0.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in United States of America/West Indies), 2024"
most_wickets_series,Most Wickets (single series/edition),5,BAW Mendis (SL),,6.0,6.0,,147,,9.8,,9.6,,,,,,144.0,24.0,3.0,15.0,6/8,6.12,1.0,1.0,,,,,,0.0,"ICC World Twenty20 (in Sri Lanka), 2012/13"
most_wickets_series,Most Wickets (single series/edition),6,PW Hasaranga (SL),,8.0,8.0,,199,,13.26,,12.4,,,,,,186.0,31.0,1.0,15.0,3/8,6.41,0.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in Australia), 2022/23"
most_wickets_series,Most Wickets (single series/edition),7,A Nortje (SA),,9.0,9.0,,201,,13.4,,14.0,,,,,,210.0,35.0,0.0,15.0,4/7,5.74,1.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in United States of America/West Indies), 2024"
most_wickets_series,Most Wickets (single series/edition),8,JJ Bumrah (IND),,8.0,8.0,,174,,12.42,,12.0,,,,,,168.0,28.0,0.0,14.0,4/15,6.21,1.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in India/Sri Lanka), 2025/26"
most_wickets_series,Most Wickets (single series/edition),9,Rashid Khan (AFG),,8.0,8.0,,179,,12.78,,12.42,,,,,,174.0,29.0,0.0,14.0,4/17,6.17,2.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in United States of America/West Indies), 2024"
most_wickets_series,Most Wickets (single series/edition),10,DP Nannes (AUS),,7.0,7.0,,183,,13.07,,11.14,,,,,,156.0,26.0,1.0,14.0,4/18,7.03,1.0,0.0,,,,,,0.0,"ICC World Twenty20 (in West Indies), 2010"
most_wickets_series,Most Wickets (single series/edition),11,Rishad Hossain (BAN),,7.0,7.0,,194,,13.85,,10.71,,,,,,150.0,25.0,0.0,14.0,3/22,7.76,0.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in United States of America/West Indies), 2024"
most_wickets_series,Most Wickets (single series/edition),12,CV Varun (IND),,9.0,9.0,,287,,20.5,,13.28,,,,,,186.0,31.0,0.0,14.0,3/7,9.25,0.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in India/Sri Lanka), 2025/26"
most_wickets_series,Most Wickets (single series/edition),13,SC van Schalkwyk (USA),,4.0,4.0,,101,,7.76,,6.84,,,,,,89.0,14.5,0.0,13.0,4/25,6.8,2.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in India/Sri Lanka), 2025/26"
most_wickets_series,Most Wickets (single series/edition),14,SM Curran (ENG),,6.0,6.0,,148,,11.38,,10.46,,,,,,136.0,22.4,0.0,13.0,5/10,6.52,0.0,1.0,,,,,,0.0,"ICC Men's T20 World Cup (in Australia), 2022/23"
most_wickets_series,Most Wickets (single series/edition),15,Umar Gul (PAK),,7.0,7.0,,155,,11.92,,12.76,,,,,,166.0,27.4,0.0,13.0,4/25,5.6,1.0,0.0,,,,,,0.0,"ICC World Twenty20 (in South Africa), 2007/08"
most_wickets_series,Most Wickets (single series/edition),16,A Zampa (AUS),,7.0,7.0,,157,,12.07,,12.46,,,,,,162.0,27.0,0.0,13.0,5/19,5.81,0.0,1.0,,,,,,0.0,"ICC Men's T20 World Cup (in Oman/United Arab Emirates), 2021/22"
most_wickets_series,Most Wickets (single series/edition),17,Umar Gul (PAK),,7.0,7.0,,158,,12.15,,11.3,,,,,,147.0,24.3,0.0,13.0,5/6,6.44,0.0,1.0,,,,,,0.0,"ICC World Twenty20 (in England), 2009"
most_wickets_series,Most Wickets (single series/edition),18,Naveen-ul-Haq (AFG),,8.0,8.0,,160,,12.3,,12.3,,,,,,160.0,26.4,0.0,13.0,4/26,6.0,1.0,0.0,,,,,,0.0,"ICC Men's T20 World Cup (in United States of America/West Indies), 2024"
